,Palavras,Rotulo,Sentenca
1095,R$,B-PRECO,112
1096,52,I-PRECO,112
1097,",",I-PRECO,112
1098,00,I-PRECO,112
1099,DESCRIÇÃO,O,113
1100,DA,O,113
1101,CACHAÇA,O,113
1102,:,O,113
1103,Cachaça,O,113
1104,da,O,113
1105,Tulha,B-NOME_BEBIDA,113
1106,Prata,B-CLASSIFICACAO_BEBIDA,113
1107,750ml,B-VOLUME,113
1108,Volume,O,114
1109,:,O,114
1110,750ml,B-VOLUME,114
1111,Graduação,O,115
1112,Alcoólica,O,115
1113,:,O,115
1114,40%,B-GRADUACAO_ALCOOLICA,115
1115,RECIPIENTE,O,116
1116,DE,O,116
1117,ARMAZENAMENTO,O,116
1118,:,O,116
1119,Tipo,O,116
1120,Barril,O,116
1121,:,O,116
1122,Armazenado,O,116
1123,em,O,116
1124,Jequitibá,B-TIPO_MADEIRA,116
1125,Tipo,O,117
1126,:,O,117
1127,Prata,B-CLASSIFICACAO_BEBIDA,117
1128,Produtor,O,118
1129,:,O,118
1130,Tulha,B-NOME_ORGANIZACAO,118
1131,Local,O,119
1132,de,O,119
1133,Produção,O,119
1134,:,O,119
1135,Mococa,B-NOME_LOCAL,119
1136,/,O,119
1137,São,B-NOME_LOCAL,119
1138,Paulo,I-NOME_LOCAL,119
1139,id,O,120
1140,:,O,120
1141,9,O,120
1142,NOME,O,121
1143,DA,O,121
1144,CACHAÇA,O,121
1145,:,O,121
1146,CACHAÇA,O,121
1147,GOGÓ,B-NOME_BEBIDA,121
1148,DA,I-NOME_BEBIDA,121
1149,EMA,I-NOME_BEBIDA,121
1150,SUBLIME,I-NOME_BEBIDA,121
1151,PREÇO,O,122
1152,:,O,122
1153,R$,B-PRECO,122
1154,230,I-PRECO,122
1155,",",I-PRECO,122
1156,00,I-PRECO,122
1157,DESCRIÇÃO,O,123
1158,DA,O,123
1159,CACHAÇA,O,123
1160,:,O,123
1161,CACHAÇA,O,123
1162,GOGÓ,B-NOME_BEBIDA,123
1163,DA,I-NOME_BEBIDA,123
1164,EMA,I-NOME_BEBIDA,123
1165,SUBLIME,I-NOME_BEBIDA,123
1166,ENVELHECIDA,O,123
1167,10,B-TEMPO_ARMAZENAMENTO,123
1168,ANOS,I-TEMPO_ARMAZENAMENTO,123
1169,NO,O,123
1170,BÁLSAMO,B-TIPO_MADEIRA,123
1171,E,O,123
1172,JEQUITIBÁ,B-TIPO_MADEIRA,123
1173,Volume,O,124
1174,:,O,124
1175,750ml,B-VOLUME,124
1176,Graduação,O,125
1177,Alcoólica,O,125
1178,:,O,125
1179,40%,B-GRADUACAO_ALCOOLICA,125
1180,RECIPIENTE,O,126
1181,DE,O,126
1182,ARMAZENAMENTO,O,126
1183,:,O,126
1184,Tipo,O,126
1185,Barril,O,126
1186,:,O,126
1187,10,B-TEMPO_ARMAZENAMENTO,126
1188,anos,I-TEMPO_ARMAZENAMENTO,126
1189,Bálsamo,B-TIPO_MADEIRA,126
1190,e,O,126
1191,Jequitibá,B-TIPO_MADEIRA,126
1192,Tipo,O,127
1193,:,O,127
1194,Envelhecida,O,127
1195,Produtor,O,128
1196,:,O,128
1197,Gogó,B-NOME_ORGANIZACAO,128
1198,da,I-NOME_ORGANIZACAO,128
1199,Ema,I-NOME_ORGANIZACAO,128
1200,Local,O,129
1201,de,O,129
1202,Produção,O,129
1203,:,O,129
1204,São,B-NOME_LOCAL,129
1205,Sebastião,I-NOME_LOCAL,129
1206,/,O,129
1207,Alagoas,B-NOME_LOCAL,129
1208,id,O,130
1209,:,O,130
1210,10,O,130
1211,NOME,O,131
1212,DA,O,131
1213,CACHAÇA,O,131
1214,:,O,131
1215,Cachaça,O,131
1216,Maribondo,B-NOME_BEBIDA,131
1217,PREÇO,O,132
1218,:,O,132
1219,R$,B-PRECO,132
1220,45,I-PRECO,132
1221,",",I-PRECO,132
1222,00,I-PRECO,132
1223,DESCRIÇÃO,O,133
1224,DA,O,133
1225,CACHAÇA,O,133
1226,:,O,133
1227,A,O,133
1228,cachaça,O,133
1229,é,O,133
1230,produzida,O,133
1231,em,O,133
1232,Guarabira,B-NOME_LOCAL,133
1233,no,O,133
1234,estado,O,133
1235,da,O,133
1236,Paraíba,B-NOME_LOCAL,133
1237,desde,O,133
1238,1901,B-TEMPO,133
1239,",",O,133
1240,e,O,133
1241,orgulha,O,133
1242,-,O,133
1243,se,O,133
1244,de,O,133
1245,aproveitar,O,133
1246,apenas,O,133
1247,o,O,133
1248,coração,O,133
1249,da,O,133
1250,destilação,O,133
1251,na,O,133
1252,produção,O,133
1253,da,O,133
1254,bebida,O,133
1255,",",O,133
1256,que,O,133
1257,posteriormente,O,133
1258,repousa,O,133
1259,em,O,133
1260,tonéis,B-RECIPIENTE_ARMAZENAMENTO,133
1261,de,O,133
1262,freijó,B-TIPO_MADEIRA,133
1263,para,O,133
1264,apurar,O,133
1265,o,O,133
1266,sabor,O,133
1267,.,O,133
1268,Volume,O,134
1269,:,O,134
1270,890ml,B-VOLUME,134
1271,Graduação,O,135
1272,Alcoólica,O,135
1273,:,O,135
1274,40,B-GRADUACAO_ALCOOLICA,135
1275,%,I-GRADUACAO_ALCOOLICA,135
1276,GL,O,135
1277,RECIPIENTE,O,136
1278,DE,O,136
1279,ARMAZENAMENTO,O,136
1280,:,O,136
1281,Tipo,O,136
1282,Barril,O,136
1283,:,O,136
1284,Freijó,B-TIPO_MADEIRA,136
1285,Tipo,O,137
1286,:,O,137
1287,Armazenada,O,137
1288,Produtor,O,138
1289,:,O,138
1290,Engenho,B-NOME_ORGANIZACAO,138
1291,Palmeira,I-NOME_ORGANIZACAO,138
1292,Local,O,139
1293,de,O,139
1294,Produção,O,139
1295,:,O,139
1296,Guarabira,B-NOME_LOCAL,139
1297,/,O,139
1298,Paraíba,B-NOME_LOCAL,139
1299,id,O,140
1300,:,O,140
1301,11,O,140
1302,NOME,O,141
1303,DA,O,141
1304,CACHAÇA,O,141
1305,:,O,141
1306,Porto,B-NOME_BEBIDA,141
1307,Estrela,I-NOME_BEBIDA,141
1308,Ouro,B-CLASSIFICACAO_BEBIDA,141
1309,1,B-VOLUME,141
1310,Litro,I-VOLUME,141
1311,PREÇO,O,142
1312,:,O,142
1313,R$,B-PRECO,142
1314,150,I-PRECO,142
1315,",",I-PRECO,142
1316,00,I-PRECO,142
1317,DESCRIÇÃO,O,143
1318,DA,O,143
1319,CACHAÇA,O,143
1320,:,O,143
1321,A,O,143
1322,Cachaça,O,143
1323,Porto,B-NOME_BEBIDA,143
1324,Estrela,I-NOME_BEBIDA,143
1325,é,O,143
1326,produzida,O,143
1327,na,O,143
1328,cidade,O,143
1329,de,O,143
1330,Pedras,B-NOME_LOCAL,143
1331,de,I-NOME_LOCAL,143
1332,Maria,I-NOME_LOCAL,143
1333,da,I-NOME_LOCAL,143
1334,Cruz,I-NOME_LOCAL,143
1335,",",O,143
1336,Minas,B-NOME_LOCAL,143
1337,Gerais,I-NOME_LOCAL,143
1338,",",O,143
1339,onde,O,143
1340,é,O,143
1341,engarrafada,O,143
1342,em,O,143
1343,vidro,O,143
1344,com,O,143
1345,tampa,O,143
1346,de,O,143
1347,rosca,O,143
1348,.,O,143
1349,Cachaça,O,144
1350,de,O,144
1351,grande,B-CARACTERISTICA_SENSORIAL_SABOR,144
1352,suavidade,I-CARACTERISTICA_SENSORIAL_SABOR,144
1353,.,O,144
1354,Envelhecida,O,145
1355,em,O,145
1356,tonéis,B-RECIPIENTE_ARMAZENAMENTO,145
1357,de,I-RECIPIENTE_ARMAZENAMENTO,145
1358,madeira,I-RECIPIENTE_ARMAZENAMENTO,145
1359,.,O,145
1360,Volume,O,146
1361,:,O,146
1362,1000ml,B-VOLUME,146
1363,Graduação,O,147
1364,Alcoólica,O,147
1365,:,O,147
1366,42%,B-GRADUACAO_ALCOOLICA,147
1367,RECIPIENTE,O,148
1368,DE,O,148
1369,ARMAZENAMENTO,O,148
1370,:,O,148
1371,Tipo,O,148
1372,Barril,O,148
1373,:,O,148
1374,Amburana,B-TIPO_MADEIRA,148
1375,e,O,148
1376,Carvalho,B-TIPO_MADEIRA,148
1377,Tipo,O,149
1378,:,O,149
1379,Envelhecida,O,149
1380,Produtor,O,150
1381,:,O,150
1382,Fazenda,B-NOME_LOCAL,150
1383,do,I-NOME_LOCAL,150
1384,Cantagalo,I-NOME_LOCAL,150
1385,Local,O,151
1386,de,O,151
1387,Produção,O,151
1388,:,O,151
1389,Pedras,B-NOME_LOCAL,151
1390,de,I-NOME_LOCAL,151
1391,Maria,I-NOME_LOCAL,151
1392,da,I-NOME_LOCAL,151
1393,Cruz,I-NOME_LOCAL,151
1394,/,O,151
1395,Minas,B-NOME_LOCAL,151
1396,Gerais,I-NOME_LOCAL,151
1397,id,O,152
1398,:,O,152
1399,12,O,152
1400,NOME,O,153
1401,DA,O,153
1402,CACHAÇA,O,153
1403,:,O,153
1404,Santo,B-NOME_BEBIDA,153
1405,Mel,I-NOME_BEBIDA,153
1406,PREÇO,O,154
1407,:,O,154
1408,R$,B-PRECO,154
1409,51,I-PRECO,154
1410,",",I-PRECO,154
1411,00,I-PRECO,154
1412,DESCRIÇÃO,O,155
1413,DA,O,155
1414,CACHAÇA,O,155
1415,:,O,155
1416,Aperitivo,O,155
1417,Santo,B-NOME_BEBIDA,155
1418,Mel,I-NOME_BEBIDA,155
1419,.,O,155
1420,Destilado,O,156
1421,alcoólico,O,156
1422,simples,O,156
1423,de,O,156
1424,cana,O,156
1425,de,O,156
1426,açúcar,O,156
1427,e,O,156
1428,mel,O,156
1429,.,O,156
1430,Combinação,O,157
1431,perfeita,O,157
1432,entre,O,157
1433,cachaça,O,157
1434,e,O,157
1435,mel,O,157
1436,",",O,157
1437,para,O,157
1438,todos,O,157
1439,os,O,157
1440,momentos,O,157
1441,!,O,157
1442,Ideal,O,158
1443,para,O,158
1444,preparar,O,158
1445,caipirinha,O,158
1446,e,O,158
1447,também,O,158
1448,para,O,158
1449,ser,O,158
1450,apreciada,O,158
1451,pura,O,158
1452,.,O,158
1453,Fica,O,159
1454,mais,O,159
1455,gostosa,O,159
1456,ainda,O,159
1457,se,O,159
1458,degustada,O,159
1459,extremamente,O,159
1460,gelada,O,159
1461,!,O,159
1462,Intensifique,O,160
1463,seus,O,160
1464,momentos,O,160
1465,com,O,160
1466,Santo,B-NOME_BEBIDA,160
1467,Mel,I-NOME_BEBIDA,160
1468,.,O,160
1469,Conteúdo,O,161
1470,700ml,B-VOLUME,161
1471,.,O,161
1472,Graduação,O,162
1473,Alcoólica,O,162
1474,27%,B-GRADUACAO_ALCOOLICA,162
1475,.,O,162
1476,Volume,O,163
1477,:,O,163
1478,700,B-VOLUME,163
1479,ml,I-VOLUME,163
1480,Graduação,O,164
1481,Alcoólica,O,164
1482,:,O,164
1483,27,B-GRADUACAO_ALCOOLICA,164
1484,%,I-GRADUACAO_ALCOOLICA,164
1485,GL,O,164
1486,id,O,165
1487,:,O,165
1488,13,O,165
1489,NOME,O,166
1490,DA,O,166
1491,CACHAÇA,O,166
1492,:,O,166
1493,João,B-NOME_BEBIDA,166
1494,Mendes,I-NOME_BEBIDA,166
1495,Prata,B-CLASSIFICACAO_BEBIDA,166
1496,PREÇO,O,167
1497,:,O,167
1498,R$,B-PRECO,167
1499,30,I-PRECO,167
1500,",",I-PRECO,167
1501,00,I-PRECO,167
1502,DESCRIÇÃO,O,168
1503,DA,O,168
1504,CACHAÇA,O,168
1505,:,O,168
1506,Cachaça,O,168
1507,Joao,B-NOME_BEBIDA,168
1508,Mendes,I-NOME_BEBIDA,168
1509,prata,B-CLASSIFICACAO_BEBIDA,168
1510,(,O,168
1511,Inox,O,168
1512,),O,168
1513,Volume,O,169
1514,:,O,169
1515,600,B-VOLUME,169
1516,ML,I-VOLUME,169
1517,id,O,170
1518,:,O,170
1519,14,O,170
1520,NOME,O,171
1521,DA,O,171
1522,CACHAÇA,O,171
1523,:,O,171
1524,Gouveia,B-NOME_ORGANIZACAO,171
1525,Brasil,I-NOME_ORGANIZACAO,171
1526,MEI,I-NOME_ORGANIZACAO,171
1527,-,O,171
1528,Cachaça,O,171
1529,Limao,B-NOME_BEBIDA,171
1530,e,I-NOME_BEBIDA,171
1531,Mel,I-NOME_BEBIDA,171
1532,PREÇO,O,172
1533,:,O,172
1534,R$,B-PRECO,172
1535,79,I-PRECO,172
1536,",",I-PRECO,172
1537,90,I-PRECO,172
1538,DESCRIÇÃO,O,173
1539,DA,O,173
1540,CACHAÇA,O,173
1541,:,O,173
1542,Licor,O,173
1543,Gouveia,B-NOME_ORGANIZACAO,173
1544,Brasil,I-NOME_ORGANIZACAO,173
1545,Mel,B-NOME_BEBIDA,173
1546,e,I-NOME_BEBIDA,173
1547,Limão,I-NOME_BEBIDA,173
1548,375ml,B-VOLUME,173
1549,.,O,173
1550,Bebida,O,174
1551,jovem,O,174
1552,",",O,174
1553,leve,B-CARACTERISTICA_SENSORIAL_SABOR,174
1554,e,O,174
1555,elegante,B-CARACTERISTICA_SENSORIAL_COR,174
1556,",",O,174
1557,a,O,174
1558,MEi,B-NOME_BEBIDA,174
1559,representa,O,174
1560,a,O,174
1561,mistura,O,174
1562,bem,O,174
1563,calibrada,O,174
1564,de,O,174
1565,uma,O,174
1566,cachaça,O,174
1567,extremamente,O,174
1568,pura,O,174
1569,",",O,174
1570,com,O,174
1571,dupla,O,174
1572,destilação,O,174
1573,",",O,174
1574,misturada,O,174
1575,às,O,174
1576,cores,B-CARACTERISTICA_SENSORIAL_COR,174
1577,e,O,174
1578,sabores,B-CARACTERISTICA_SENSORIAL_SABOR,174
1579,da,I-CARACTERISTICA_SENSORIAL_SABOR,174
1580,terra,I-CARACTERISTICA_SENSORIAL_SABOR,174
1581,",",O,174
1582,com,O,174
1583,o,O,174
1584,esmero,O,174
1585,que,O,174
1586,caracteriza,O,174
1587,as,O,174
1588,bebidas,O,174
1589,do,O,174
1590,Grupo,B-NOME_ORGANIZACAO,174
1591,Gouveia,I-NOME_ORGANIZACAO,174
1592,Brasil,I-NOME_ORGANIZACAO,174
1593,.,O,174
1594,Disponível,O,175
1595,nas,O,175
1596,versões,O,175
1597,mel,O,175
1598,e,O,175
1599,limão,O,175
1600,e,O,175
1601,jabuticaba,O,175
1602,",",O,175
1603,a,O,175
1604,MEi,B-NOME_BEBIDA,175
1605,nasce,O,175
1606,com,O,175
1607,um,O,175
1608,discurso,O,175
1609,contemporâneo,O,175
1610,",",O,175
1611,alinhado,O,175
1612,e,O,175
1613,pautado,O,175
1614,na,O,175
1615,criatividade,O,175
1616,",",O,175
1617,alegria,O,175
1618,e,O,175
1619,responsabilidade,O,175
1620,social,O,175
1621,.,O,175
1622,Ideal,O,176
1623,para,O,176
1624,o,O,176
1625,consumo,O,176
1626,em,O,176
1627,festas,O,176
1628,",",O,176
1629,baladas,O,176
1630,e,O,176
1631,house,O,176
1632,parties,O,176
1633,",",O,176
1634,servida,O,176
1635,sempre,O,176
1636,bem,O,176
1637,gelada,O,176
1638,",",O,176
1639,a,O,176
1640,MEi,B-NOME_BEBIDA,176
1641,também,O,176
1642,pode,O,176
1643,integrar,O,176
1644,coquetéis,O,176
1645,elaborados,O,176
1646,e,O,176
1647,caipirinhas,O,176
1648,.,O,176
1649,Com,O,177
1650,teor,O,177
1651,alcoólico,O,177
1652,de,O,177
1653,18%,B-GRADUACAO_ALCOOLICA,177
1654,",",O,177
1655,a,O,177
1656,bebida,O,177
1657,conquista,O,177
1658,facilmente,O,177
1659,o,O,177
1660,paladar,O,177
1661,feminino,O,177
1662,e,O,177
1663,também,O,177
1664,se,O,177
1665,adequa,O,177
1666,perfeitamente,O,177
1667,às,O,177
1668,harmonizações,O,177
1669,com,O,177
1670,sobremesas,O,177
1671,",",O,177
1672,dividindo,O,177
1673,espaço,O,177
1674,com,O,177
1675,licores,O,177
1676,e,O,177
1677,vinhos,O,177
1678,fortificados,O,177
1679,.,O,177
1680,Beba,O,178
1681,com,O,178
1682,responsabilidade,O,178
1683,!,O,178
1684,Sonhe,O,179
1685,sem,O,179
1686,moderação,O,179
1687,!,O,179
1688,Sirva,O,180
1689,bem,O,180
1690,gelada,O,180
1691,Volume,O,181
1692,:,O,181
1693,375,B-VOLUME,181
1694,ml,I-VOLUME,181
1695,id,O,182
1696,:,O,182
1697,15,O,182
1698,NOME,O,183
1699,DA,O,183
1700,CACHAÇA,O,183
1701,:,O,183
1702,Cachaça,O,183
1703,Reserva,B-NOME_BEBIDA,183
1704,do,I-NOME_BEBIDA,183
1705,Gerente,I-NOME_BEBIDA,183
1706,Carvalho,B-TIPO_MADEIRA,183
1707,5,B-TEMPO_ARMAZENAMENTO,183
1708,anos,I-TEMPO_ARMAZENAMENTO,183
1709,PREÇO,O,184
1710,:,O,184
1711,R$,B-PRECO,184
1712,58,I-PRECO,184
1713,",",I-PRECO,184
1714,00,I-PRECO,184
1715,DESCRIÇÃO,O,185
1716,DA,O,185
1717,CACHAÇA,O,185
1718,:,O,185
1719,Cachaça,O,185
1720,Reserva,B-NOME_BEBIDA,185
1721,do,I-NOME_BEBIDA,185
1722,Gerente,I-NOME_BEBIDA,185
1723,Carvalho,B-TIPO_MADEIRA,185
1724,5,B-TEMPO_ARMAZENAMENTO,185
1725,anos,I-TEMPO_ARMAZENAMENTO,185
1726,700ml,B-VOLUME,185
1727,Volume,O,186
1728,:,O,186
1729,700ml,B-VOLUME,186
1730,Graduação,O,187
1731,Alcoólica,O,187
1732,:,O,187
1733,40%,B-GRADUACAO_ALCOOLICA,187
1734,RECIPIENTE,O,188
1735,DE,O,188
1736,ARMAZENAMENTO,O,188
1737,:,O,188
1738,Tipo,O,188
1739,Barril,O,188
1740,:,O,188
1741,5,B-TEMPO_ARMAZENAMENTO,188
1742,anos,I-TEMPO_ARMAZENAMENTO,188
1743,no,O,188
1744,Carvalho,B-TIPO_MADEIRA,188
1745,Tipo,O,189
1746,:,O,189
1747,Envelhecida,O,189
1748,Local,O,190
1749,de,O,190
1750,Produção,O,190
1751,:,O,190
1752,Guarapari,B-NOME_LOCAL,190
1753,/,O,190
1754,Espirito,B-NOME_LOCAL,190
1755,Santo,I-NOME_LOCAL,190
1756,id,O,191
1757,:,O,191
1758,16,O,191
1759,NOME,O,192
1760,DA,O,192
1761,CACHAÇA,O,192
1762,:,O,192
1763,Cachaça,O,192
1764,Reserva,B-NOME_BEBIDA,192
1765,do,I-NOME_BEBIDA,192
1766,Gerente,I-NOME_BEBIDA,192
1767,Prata,B-CLASSIFICACAO_BEBIDA,192
1768,PREÇO,O,193
1769,:,O,193
1770,R$,B-PRECO,193
1771,45,I-PRECO,193
1772,",",I-PRECO,193
1773,00,I-PRECO,193
1774,DESCRIÇÃO,O,194
1775,DA,O,194
1776,CACHAÇA,O,194
1777,:,O,194
1778,Cachaça,O,194
1779,Reserva,B-NOME_BEBIDA,194
1780,do,I-NOME_BEBIDA,194
1781,Gerente,I-NOME_BEBIDA,194
1782,Prata,B-CLASSIFICACAO_BEBIDA,194
1783,700ml,B-VOLUME,194
1784,Volume,O,195
1785,:,O,195
1786,700ml,B-VOLUME,195
1787,Graduação,O,196
1788,Alcoólica,O,196
1789,:,O,196
1790,42%,B-GRADUACAO_ALCOOLICA,196
1791,RECIPIENTE,O,197
1792,DE,O,197
1793,ARMAZENAMENTO,O,197
1794,:,O,197
1795,Tipo,O,197
1796,Barril,O,197
1797,:,O,197
1798,Inox,O,197
1799,-,O,197
1800,6,B-TEMPO_ARMAZENAMENTO,197
1801,meses,I-TEMPO_ARMAZENAMENTO,197
1802,Tipo,O,198
1803,:,O,198
1804,Branca,O,198
1805,Local,O,199
1806,de,O,199
1807,Produção,O,199
1808,:,O,199
1809,Guarapari,B-NOME_LOCAL,199
1810,/,O,199
1811,Espírito,B-NOME_LOCAL,199
1812,Santo,I-NOME_LOCAL,199
1813,id,O,200
1814,:,O,200
1815,17,O,200
1816,NOME,O,201
1817,DA,O,201
1818,CACHAÇA,O,201
1819,:,O,201
1820,Cachaça,O,201
1821,Maria,B-NOME_BEBIDA,201
1822,da,I-NOME_BEBIDA,201
1823,Cruz,I-NOME_BEBIDA,201
1824,PREÇO,O,202
1825,:,O,202
1826,R$,B-PRECO,202
1827,480,I-PRECO,202
1828,",",I-PRECO,202
1829,00,I-PRECO,202
1830,DESCRIÇÃO,O,203
1831,DA,O,203
1832,CACHAÇA,O,203
1833,:,O,203
1834,Cachaça,O,203
1835,Maria,B-NOME_BEBIDA,203
1836,da,I-NOME_BEBIDA,203
1837,Cruz,I-NOME_BEBIDA,203
1838,700ml,B-VOLUME,203
1839,-,O,203
1840,Produzida,O,203
1841,e,O,203
1842,engarrafada,O,203
1843,pela,O,203
1844,Fazenda,B-NOME_ORGANIZACAO,203
1845,Canta,I-NOME_ORGANIZACAO,203
1846,Galo,I-NOME_ORGANIZACAO,203
1847,na,O,203
1848,cidade,O,203
1849,de,O,203
1850,Pedras,B-NOME_LOCAL,203
1851,de,I-NOME_LOCAL,203
1852,Maria,I-NOME_LOCAL,203
1853,da,I-NOME_LOCAL,203
1854,Cruz,I-NOME_LOCAL,203
1855,na,O,203
1856,regiao,O,203
1857,Norte,O,203
1858,de,O,203
1859,Minas,B-NOME_LOCAL,203
1860,Gerais,I-NOME_LOCAL,203
1861,.,O,203
1862,Fora,O,204
1863,de,O,204
1864,produção,O,204
1865,ultimas,O,204
1866,garrafas,O,204
1867,.,O,204
1868,Jose,B-NOME_PESSOA,205
1869,de,I-NOME_PESSOA,205
1870,Alencar,I-NOME_PESSOA,205
1871,ex,O,205
1872,Vice,O,205
1873,Presidente,O,205
1874,.,O,205
1875,Volume,O,206
1876,:,O,206
1877,700ml,B-VOLUME,206
1878,Graduação,O,207
1879,Alcoólica,O,207
1880,:,O,207
1881,46%,B-GRADUACAO_ALCOOLICA,207
1882,RECIPIENTE,O,208
1883,DE,O,208
1884,ARMAZENAMENTO,O,208
1885,:,O,208
1886,Tipo,O,208
1887,Barril,O,208
1888,:,O,208
1889,3,B-TEMPO_ARMAZENAMENTO,208
1890,anos,I-TEMPO_ARMAZENAMENTO,208
1891,em,O,208
1892,Amburana,B-TIPO_MADEIRA,208
1893,Tipo,O,209
1894,:,O,209
1895,Envelhecida,O,209
1896,Local,O,210
1897,de,O,210
1898,Produção,O,210
1899,:,O,210
1900,Pedras,B-NOME_LOCAL,210
1901,de,I-NOME_LOCAL,210
1902,Maria,I-NOME_LOCAL,210
1903,da,I-NOME_LOCAL,210
1904,Cruz,I-NOME_LOCAL,210
1905,/,O,210
1906,Minas,B-NOME_LOCAL,210
1907,Gerais,I-NOME_LOCAL,210
1908,id,O,211
1909,:,O,211
1910,18,O,211
1911,NOME,O,212
1912,DA,O,212
1913,CACHAÇA,O,212
1914,:,O,212
1915,Cachaça,O,212
1916,Taverna,B-NOME_BEBIDA,212
1917,de,I-NOME_BEBIDA,212
1918,Minas,I-NOME_BEBIDA,212
1919,Carvalho,B-TIPO_MADEIRA,212
1920,PREÇO,O,213
1921,:,O,213
1922,R$,B-PRECO,213
1923,60,I-PRECO,213
1924,",",I-PRECO,213
1925,00,I-PRECO,213
1926,DESCRIÇÃO,O,214
1927,DA,O,214
1928,CACHAÇA,O,214
1929,:,O,214
1930,Cachaça,O,214
1931,Taverna,B-NOME_BEBIDA,214
1932,de,I-NOME_BEBIDA,214
1933,Minas,I-NOME_BEBIDA,214
1934,Carvalho,B-TIPO_MADEIRA,214
1935,750ml,B-VOLUME,214
1936,Volume,O,215
1937,:,O,215
1938,750ml,B-VOLUME,215
1939,Graduação,O,216
1940,Alcoólica,O,216
1941,:,O,216
1942,39%,B-GRADUACAO_ALCOOLICA,216
1943,RECIPIENTE,O,217
1944,DE,O,217
1945,ARMAZENAMENTO,O,217
1946,:,O,217
1947,Tipo,O,217
1948,Barril,O,217
1949,:,O,217
1950,1,B-TEMPO_ARMAZENAMENTO,217
1951,ano,I-TEMPO_ARMAZENAMENTO,217
1952,no,O,217
1953,Carvalho,B-TIPO_MADEIRA,217
1954,Tipo,O,218
1955,:,O,218
1956,Envelhecida,O,218
1957,Produtor,O,219
1958,:,O,219
1959,Taverna,B-NOME_ORGANIZACAO,219
1960,de,I-NOME_ORGANIZACAO,219
1961,Minas,I-NOME_ORGANIZACAO,219
1962,Local,O,220
1963,de,O,220
1964,Produção,O,220
1965,:,O,220
1966,Itaverava,B-NOME_LOCAL,220
1967,/,O,220
1968,Minas,B-NOME_LOCAL,220
1969,Gerais,I-NOME_LOCAL,220
1970,id,O,221
1971,:,O,221
1972,19,O,221
1973,NOME,O,222
1974,DA,O,222
1975,CACHAÇA,O,222
1976,:,O,222
1977,Taverna,B-NOME_BEBIDA,222
1978,de,I-NOME_BEBIDA,222
1979,Minas,I-NOME_BEBIDA,222
1980,Amburana,B-TIPO_MADEIRA,222
1981,PREÇO,O,223
1982,:,O,223
1983,R$,B-PRECO,223
1984,69,I-PRECO,223
1985,",",I-PRECO,223
1986,00,I-PRECO,223
1987,DESCRIÇÃO,O,224
1988,DA,O,224
1989,CACHAÇA,O,224
1990,:,O,224
1991,Taverna,B-NOME_BEBIDA,224
1992,de,I-NOME_BEBIDA,224
1993,Minas,I-NOME_BEBIDA,224
1994,Amburana,B-TIPO_MADEIRA,224
1995,750ml,B-VOLUME,224
1996,Volume,O,225
1997,:,O,225
1998,750ml,B-VOLUME,225
1999,Graduação,O,226
2000,Alcoólica,O,226
2001,:,O,226
2002,39%,B-GRADUACAO_ALCOOLICA,226
2003,RECIPIENTE,O,227
2004,DE,O,227
2005,ARMAZENAMENTO,O,227
2006,:,O,227
2007,Tipo,O,227
2008,Barril,O,227
2009,:,O,227
2010,1,B-TEMPO_ARMAZENAMENTO,227
2011,ano,I-TEMPO_ARMAZENAMENTO,227
2012,Amburana,B-TIPO_MADEIRA,227
2013,Tipo,O,228
2014,:,O,228
2015,Envelhecida,O,228
2016,Produtor,O,229
2017,:,O,229
2018,Taverna,B-NOME_ORGANIZACAO,229
2019,de,I-NOME_ORGANIZACAO,229
2020,Minas,I-NOME_ORGANIZACAO,229
2021,Local,O,230
2022,de,O,230
2023,Produção,O,230
2024,:,O,230
2025,Itaverava,B-NOME_LOCAL,230
2026,/,O,230
2027,Minas,B-NOME_LOCAL,230
2028,Gerais,I-NOME_LOCAL,230
2029,id,O,231
2030,:,O,231
2031,20,O,231
2032,NOME,O,232
2033,DA,O,232
2034,CACHAÇA,O,232
2035,:,O,232
2036,Cachaça,O,232
2037,Taverna,B-NOME_BEBIDA,232
2038,de,I-NOME_BEBIDA,232
2039,Minas,I-NOME_BEBIDA,232
2040,Jequitibá,B-TIPO_MADEIRA,232
2041,PREÇO,O,233
2042,:,O,233
2043,R$,B-PRECO,233
2044,69,I-PRECO,233
2045,",",I-PRECO,233
2046,00,I-PRECO,233
2047,DESCRIÇÃO,O,234
2048,DA,O,234
2049,CACHAÇA,O,234
2050,:,O,234
2051,Cachaça,O,234
2052,Taverna,B-NOME_BEBIDA,234
2053,de,I-NOME_BEBIDA,234
2054,Minas,I-NOME_BEBIDA,234
2055,Jequitibá,B-TIPO_MADEIRA,234
2056,750ml,B-VOLUME,234
2057,Volume,O,235
2058,:,O,235
2059,750ml,B-VOLUME,235
2060,Graduação,O,236
2061,Alcoólica,O,236
2062,:,O,236
2063,39%,B-GRADUACAO_ALCOOLICA,236
2064,RECIPIENTE,O,237
2065,DE,O,237
2066,ARMAZENAMENTO,O,237
2067,:,O,237
2068,Tipo,O,237
2069,Barril,O,237
2070,:,O,237
2071,1,B-TEMPO_ARMAZENAMENTO,237
2072,Ano,I-TEMPO_ARMAZENAMENTO,237
2073,no,O,237
2074,Jequitibá,B-TIPO_MADEIRA,237
2075,Tipo,O,238
2076,:,O,238
2077,Armazenada,O,238
