,NOME_DA_CACHAÇA,PREÇO,DESCRIÇÃO_DA_CACHAÇA,VOLUME,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,TIPO,PRODUTOR,LOCAL_DE_PRODUÇÃO,TEMPO_DE_ARMAZENAMENTO,ANÁLISE_SENSORIAL,HISTÓRIA_DO_ALAMBIQUE,TIPO_DO_PRODUTO,HARMONIZAÇÃO,PREMIOS,ANÁLISE_DO_CACHACIER,INFORMAÇÕES_DO_PRODUTO,MODO_DE_PRODUÇÃO,PALAVRAS_COMUMENTE_USADAS,INGREDIENTES,INFORMAÇÕES_TÉCNICAS,TEXTO_DESCRITIVO,CONSUMO
46,NOME DA CACHAÇA: Cachaça Vale Verde Ediçao Especial,"PREÇO: R$ 699,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Vale Verde Ediçao Especial envelhecida 12 Anos em barris de carvalho'],Volume: 700ml ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Carvalho ,Tipo: Envelhecida ,Produtor: Alambique Vale Verde ,Local de Produção: Betim / Minas Gerais ,,,,,,,,,,,,,,
47,NOME DA CACHAÇA: Cachaça Weber Haus Extra Premium 6 anos,"PREÇO: R$ 35,00",['DESCRIÇÃO DA CACHAÇA: Envelhecido 5 anos barris carvalho francês e 1 ano em barris de balsamo'],Volume: 160ml ,Graduação Alcoólica: 38% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Carvalho Francês e Bálsamo ,Tipo: Envelhecida ,Produtor: Destilaria Weber Haus ,Local de Produção: Ivotí / Rio Grande do Sul ,,,,,,,,,,,,,,
48,NOME DA CACHAÇA: Cachaça Werneck Reserva Especial,"PREÇO: R$ 75,00","['DESCRIÇÃO DA CACHAÇA: Cachaça Werneck Reserva Especial 750.ml A Werneck Reserva Especial é armazenada por cerca de 1 ano em tonéis de jequitibá e em sequência mais 6 a 8 meses em barris de carvalho.', 'Cristalina, límpida e de brilho intenso,tem uma tonalidade amarelo bem claro com nuances esverdeadas.', 'Fina e complexa, apresenta um aroma equilibrado entre o frutado cítrico e o floral.', 'Tem uma personalidade única.', 'Na boca é muito suave, aveludada e persistente, mostrando notas de frutas maduras, amêndoas e cacau.', 'Fim de boca enxuto.', 'Teor alcoólico 40% vol.', 'A Werneck Reserva Especial recebeu a Medalha de Ouro no Concours Mondial de Bruxelles - édition Brésil 2017.', 'É oferecida em garrafas de 750ml.']",Volume: 750ml ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Carvalho e Jequitibá ,Tipo: Envelhecida ,Produtor: ECX Cachaças Artesanais LTDA ,Local de Produção: Rio das Flores / Rio de Janeiro ,,,,,,,,,,,,,,
49,NOME DA CACHAÇA: Cachaça Wiba Amburana,"PREÇO: R$ 60,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Wiba Amburana envelhecida Toneis de Amburana'],Volume: 670ml ,Graduação Alcoólica: 38% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Amburana ,Tipo: Envelhecida ,Produtor: Alambique Ouro Fino ,Local de Produção: Torre de Pedra / São Paulo ,,,,,,,,,,,,,,
50,NOME DA CACHAÇA: Cachaça Wiba Blend de Carvalhos 3 anos,"PREÇO: R$ 90,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Wiba Blend de Carvalhos 3 anos'],Volume: 670ml ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Blends de Carvalho ,Tipo: Envelhecida ,Produtor: Alambique Ouro Fino ,Local de Produção: Torre de Pedra / São Paulo ,,,,,,,,,,,,,,
51,NOME DA CACHAÇA: Cachaça Rio do Engenho Top 45 - Reserva,"PREÇO: R$ 76,00","['DESCRIÇÃO DA CACHAÇA: Linha Top 45 A Linha Top 45 foi desenvolvida para paladares mais exigentes.', 'Com grau alcoólico de 45%, veio para para satisfazer os amantes de uma Cachaça mais forte, que esquenta não só a boca, mas a alma e o coração!']",Volume: 750ml ,Graduação Alcoólica: 45% ,"RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Amburana, Bálsamo, Louro Canela e Itiuba. ",TIPO: nan,"Produtor: Rio do Engenho Indústria, Comércio, Importação e Exportação de Bebidas LTDA ",Local de Produção: Ilheus / Bahia ,,,,,,,,,,,,,,
52,NOME DA CACHAÇA: Cachaça Tiara Blend Jequitibá e Ipê,"PREÇO: R$ 55,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Tiara Blend Jequitibá e Ipê 670ml Armazenada 18 meses'],Volume: 670ml ,Graduação Alcoólica: 42% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Jequitibá e Ipê ,TIPO: nan,PRODUTOR: nan,LOCAL DE PRODUÇÃO: nan,,,,,,,,,,,,,,
53,NOME DA CACHAÇA: Cachaça Huaninha,"PREÇO: R$ 45,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Huaninha Bálsamo 670ml'],Volume: 670ml ,Graduação Alcoólica: 44% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Bálsamo ,TIPO: nan,PRODUTOR: nan,Local de Produção: Guaraciama / Minas Gerais ,,,,,,,,,,,,,,
54,NOME DA CACHAÇA: Cachaça Indiazinha Flecha de Ouro,"PREÇO: R$ 55,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Indiazinha Flecha de Ouro armazenada em Amburana e Castanheira Ficou entre as 20 melhores cachaças do Brasil'],Volume: 500ml ,Graduação Alcoólica: 41% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Amburana e Castanheira ,TIPO: nan,Produtor: Destilaria de Cachaça Quaresma e Campos da Amazônia LTDA ,Local de Produção: Pará / Abaetetuba ,,,,,,,,,,,,,,
55,NOME DA CACHAÇA: Cachaça Indiazinha Flecha de Prata,"PREÇO: R$ 45,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Indiazinha Flecha de Prata armazenada 6 meses em tonéis de inox'],Volume: 500ml ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Inox ,Tipo: Prata ,Produtor: Destilaria de Cachaça Quaresma e Campos da Amazônia LTDA ,Local de Produção: Pará / Abaetetuba ,,,,,,,,,,,,,,
56,NOME DA CACHAÇA: Cachaça Princesa Isabel Blend Bálsamo e Jaqueira,"PREÇO: R$ 85,00","['DESCRIÇÃO DA CACHAÇA: Uma bebida fina, inspirada nas tradicionais cachaças de Bálsamo porém com nosso toque capixaba.', 'Feita em alambique de cobre e envelhecida em tonéis novos de bálsamo, ganha um toque especial em sua finalização: cachaça armazenada em dornas de Jaqueira.', 'Assim, temos um blend de aromas ricos e equilibrados que além das características herbais habituais e do aroma de anis marcante é enriquecido com o perfume floral e de frutas amarelas, proveniente da Jaqueira.', 'Sem dúvidas um produto singular.', 'Depois de servida na taça por uns 10 minutos, apresenta pouco álcool no nariz e aromas com características herbáceas, destacadamente o anis, com toques florais e de frutas amarelas.', 'No paladar apresenta baixíssima acidez com sabor levemente adocicado e adstringente acrescentado pela Jaqueira que se expande no retrogosto.', 'Uma cachaça muito bem produzida e muito agradável de se beber.De coloração amarela intensa, esta cachaça se apresenta límpida, brilhante e com ótimo corpo.', 'No olfato destaca-se cravo, canela, baunilha e um final de chocolate.', 'Na boca encontramos baunilha, coco, mel e rapadura em perfeita harmonia com seu corpo alcoólico mais acentuado.', 'Mais uma Cachaça de qualidade produzida pela Princesa Isabel sob os cuidados do Mestre Leandro Marelli, um mago dos destilados.>']",Volume: 600ml ,GRADUAÇÃO ALCOÓLICA: nan,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Bálsamo e Jaqueira ,Tipo: Envelhecida ,PRODUTOR: nan,Local de Produção: Linhares / Espirito Santo ,,,,,,,,,,,,,,
57,NOME DA CACHAÇA: Cachaça Princesa Isabel Blend Carvalho e Amburana,"PREÇO: R$ 96,00","['DESCRIÇÃO DA CACHAÇA: A cachaça Princesa Isabel é produzida às margens do lendário Rio Doce, no município de Linhares- Espírito Santo.', 'Nessa terra onde frutificam matas de cacau se planta e cultiva a cana-de-açúcar para produção artesanal desta cachaça primorosa.', 'O rigor no controle de todo o processo produtivo - sempre de forma sustentável - confere à cachaça Princesa Isabel os aromas e sabores de um destilado superior.', 'Uma identidade única, constituído pelo rio, proximidade do mar, nossa terra, nossa flora e da capacidade de nossa gente colaboram para a singularidade do produto, feito para ser prazeroso, brindado e apreciado.', 'Tem sabor de liberdade!', 'A mistura (blend) de 3 cachaças com diferentes tempos de envelhecimento em barris de madeira somam pouco mais de 3 anos, sendo 8 meses em carvalho americano, 2 anos em carvalho francês e 5 meses em amburana, cujo processo acrescenta ao ser observada em uma taça, uma coloração amarelo dourado, límpida, brilhosa e com ótimo corpo.', 'No nariz percebe-se pouca presença de álcool, destacando no olfato um aroma de coco queimado e baunilha.', 'A sensação gustativa é de uma cachaça aveludada, com sabor suave e adocicado destacando as notas de coco, baunilha e caramelo.', 'O retrogosto é agradável e persistente das madeiras.', 'Uma excelente cachaça que nenhum apreciador deveria deixar de experimentar.', 'Harmoniza bem com pratos que levam leite de coco.De coloração amarela intensa, esta cachaça se apresenta límpida, brilhante e com ótimo corpo.', 'No olfato destaca-se cravo, canela, baunilha e um final de chocolate.', 'Na boca encontramos baunilha, coco, mel e rapadura em perfeita harmonia com seu corpo alcoólico mais acentuado.', 'Mais uma Cachaça de qualidade produzida pela Princesa Isabel sob os cuidados do Mestre Leandro Marelli, um mago dos destilados.>']",Volume: 750ml ,Graduação Alcoólica: 40% ,"RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Carvalho Francês, Americano e Amburana ",Tipo: Envelhecida ,Produtor: Princesa Izabel Industria Comércio Exportação ldta ,Local de Produção: Linhares / Espirito Santo ,,,,,,,,,,,,,,
58,NOME DA CACHAÇA: Cachaça Reserva do Nosco,"PREÇO: R$ 420,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Reserva do Nosco Envelhecida 11 anos'],Volume: 700ml ,Graduação Alcoólica: 42% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Carvalho ,Tipo: Envelhecida ,Produtor: Estrada da fazenda Valparaiso Eng. passo ,Local de Produção: Resende / Rio de Janeiro ,,,,,,,,,,,,,,
59,NOME DA CACHAÇA: Cachaça Rainha do Vale Ouro,"PREÇO: R$ 96,00",['DESCRIÇÃO DA CACHAÇA: Cachaça armazenada 3 anos em tonéis de Carvalho'],Volume: 700ml ,Graduação Alcoólica: 41% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Carvalho ,Tipo: Ouro ,Produtor: Fazenda Gameleira ,Local de Produção: Belo Vale / Minas Gerais ,,,,,,,,,,,,,,
60,NOME DA CACHAÇA: Cachaça Poço da Pedra,"PREÇO: R$ 45,60",['DESCRIÇÃO DA CACHAÇA: Cachaça armazenada em barril inox'],Volume: 500ml ,Graduação Alcoólica: 42% ,RECIPIENTE DE ARMAZENAMENTO: nan,TIPO: nan,Produtor: Fazenda Barriguda ,Local de Produção: Caculé / Bahia ,,,,,,,,,,,,,,
61,NOME DA CACHAÇA: Cachaça Cabaré Extra Premium 15 anos,"PREÇO: R$ 350,00","['DESCRIÇÃO DA CACHAÇA: A Cachaça Cabaré é arrmazenada por 15 anos em tonéis de carvalho europeu e envasada em garrafa de design francês.', 'A cachaça é uma parceria da dupla de cantores Leonardo e Eduardo Costa, com o engenho Dom Tápparo.', 'tudo para dar um gosto diferenciado, mais macio, um sabor mais suave.']",Volume: 700 ml ,Graduação Alcoólica: 38 % GL ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Carvalho ,Tipo: Envelhecida ,Produtor: Ademilson Fernando Tapparo - ME ,Local de Produção: Mirassol / São Paulo ,,,,,,,,,,,,,,
62,NOME DA CACHAÇA: Nega Fulô Carvalho,"PREÇO: R$ 190,00","['DESCRIÇÃO DA CACHAÇA: Produzida desde 1975, a cachaça Nega Fulô foi a primeira fabricada na fazenda Soledade Localizada em Nova Friburgo, no estado do Rio de Janeiro, e para essa fabricação, usa também da água pura das nascentes de altitude da fazenda, que dilui a bebida entre a primeira e segunda destilação, compondo cerca de 50% do líquido.', 'O processo de produção, hoje, é uma junção das tradições que a marca carrega e das inovações tecnológicas que surgiram com o tempo.', 'Até hoje, apesar do crescimento da empresa, e a venda para a Diageo, maior empresa de bebidas do mundo, a direção ainda tem a participação dos irmãos Bastos Ribeiro, que asseguram pessoalmente a qualidade de seus produtos.']",Volume: 750 ml ,Graduação Alcoólica: 38 % GL ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Carvalho ,Tipo: Armazenada ,Produtor: Fazenda Soledade Ltda ,Local de Produção: Nova Friburgo / Rio de Janeiro ,,,,,,,,,,,,,,
63,NOME DA CACHAÇA: Sanhaçu Freijó,"PREÇO: R$ 90,00","['DESCRIÇÃO DA CACHAÇA: A destilação da cachaça Sanhaçu ocorre em alambiques de cobre, o que propicia características especiais de aroma e sabor.', 'O armazenamento acontece por um período mínimo de dois anos em três tipos diferentes de madeira.', 'Freijó é uma madeira da Amazônia que junto à cachaça transfere pouco sabor, cor e aroma deixando-a leve, com suaves notas de madeira.', 'Esta cachaça é ideal para acompanhar pratos de entrada como queijos, saladas, peixes e crustáceos.', 'Pode ser degustada pura ou em coquetéis, não interferindo no sabor final do drink']",Volume: 700ml ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Freijó ,Tipo: Armazenada ,Produtor: Família Barreto ,Local de Produção: Chã Grande / PE ,,,,,,,,,,,,,,
64,NOME DA CACHAÇA: Cachaça Bem Me Quer Amburana,"PREÇO: R$ 30,00","['DESCRIÇÃO DA CACHAÇA: Cachaça envelhecida em tonéis de Amburana por 18 meses.', 'A madeira brasileira de sabor frutado e aroma inigualáveis.', 'São ideais para acompanhar sobremesas.', 'Autenticamente mineira, produzida em Pitangui.', 'Médio corpo, macio, excelente acidez, equilibrado.', 'Ao palato confirma o autêntico sabor frutado amadeirado.', 'Volume: 600ml Grad.', 'Alc.', ': 40% Vol.', 'Medalha: Bronze na ExpoCachaça 2016']",Volume: 600ml ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Amburana ,TIPO: nan,PRODUTOR: nan,Local de Produção: Pitangui / Minas Gerais ,,,,,,,,,,,,,,
65,NOME DA CACHAÇA: Cachaça Bento Albino Envelhecida em Carvalho,"PREÇO: R$ 70,00","['DESCRIÇÃO DA CACHAÇA: Cachaça de rolha, envelhecida em carvalho e armazenada em inox']",Volume: 750ml ,Graduação Alcoólica: 41% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Carvalho ,TIPO: nan,PRODUTOR: nan,LOCAL DE PRODUÇÃO: nan,,,,,,,,,,,,,,
66,NOME DA CACHAÇA: Cachaça de Rolha,"PREÇO: R$ 32,00",['DESCRIÇÃO DA CACHAÇA: Cachaça de Rolha armazenada em inox'],Volume: 700ml ,Graduação Alcoólica: 41% ,RECIPIENTE DE ARMAZENAMENTO: nan,TIPO: nan,PRODUTOR: nan,Local de Produção: São Gonçalo do Amarante / Ceará ,,,,,,,,,,,,,,
67,NOME DA CACHAÇA: Dom Bre Amburana,"PREÇO: R$ 120,00","['DESCRIÇÃO DA CACHAÇA: Cachaça armazenada em tonéis de Amburana Armazenada em tonéis de amburana por um longo tempo, selecionada e elaborada harmoniosamente, com notas amadeiradas, frutadas e florais, com sabor e aroma exclusivos de uma bebida singular.', 'A Dom Bré Amburana foi eleita em 9° Lugar na categoria Envelhecida entre as 50 melhores do Ano no IV Ranking da Cúpula da Cachaça de 2020.']",Volume: 700ml ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: nan,TIPO: nan,PRODUTOR: nan,Local de Produção: Guarani / Minas Gerais ,,,,,,,,,,,,,,
68,NOME DA CACHAÇA: Dom Bre Extra Premium Carvalho,"PREÇO: R$ 126,00","['DESCRIÇÃO DA CACHAÇA: Cachaça armazenada em tonéis de carvalho Bebida equilibrada onde o amadeirado em sintonia com o frutado e abaunilhado resulta em uma cachaça leve, porém de sabor marcante que agrada a todos os apreciadores de uma boa cachaça.', 'A Dom Bré Extra Premium é envelhecida em tonéis de carvalho Francês.', 'A Dom Bré Carvalho Extra Premium foi eleita em 4° Lugar na categoria Extra Premium entre as 50 melhores do Ano no IV Ranking da Cúpula da Cachaça de 2020.']",Volume: 700ml ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: nan,TIPO: nan,PRODUTOR: nan,Local de Produção: Guarani / Minas Gerais ,,,,,,,,,,,,,,
69,NOME DA CACHAÇA: Cachaça Fazenda Soledade,"PREÇO: R$ 58,00",['DESCRIÇÃO DA CACHAÇA: Cachaça armazenada em tonéis de Jequitibá'],Volume: 750ml ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: nan,TIPO: nan,PRODUTOR: nan,Local de Produção: Nova Friburgo / Rio de Janeiro ,,,,,,,,,,,,,,
70,NOME DA CACHAÇA: Cachaça Guedes Prata,"PREÇO: R$ 32,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Guedes Prata'],Volume: 670ml ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: nan,Tipo: Prata ,PRODUTOR: nan,Local de Produção: Lavras / Minas Gerais ,,,,,,,,,,,,,,
71,NOME DA CACHAÇA: Cachaça Guedes armazenada em Carvalho,"PREÇO: R$ 35,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Guedes armazenada em Carvalho'],Volume: 670ml ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Carvalho ,TIPO: nan,PRODUTOR: nan,Local de Produção: Lavras / Minas Gerais ,,,,,,,,,,,,,,
72,NOME DA CACHAÇA: Cachaça Guedes garrafa especial,"PREÇO: R$ 85,00",['DESCRIÇÃO DA CACHAÇA: Cachaça armazenada em barrís de Carvalho'],Volume: 750ml ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: nan,TIPO: nan,PRODUTOR: nan,Local de Produção: Lavras / Minas Gerais ,,,,,,,,,,,,,,
73,NOME DA CACHAÇA: CACHAÇA MAGNIFICA,"PREÇO: R$ 40,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Magnífica Safra 2014'],Volume: 1 litro ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: nan,TIPO: nan,PRODUTOR: nan,Local de Produção: Vassouras / Rio de Janeiro ,,,,,,,,,,,,,,
74,NOME DA CACHAÇA: Cachaça Matriarca Ouro - Bálsamo,"PREÇO: R$ 48,00",['DESCRIÇÃO DA CACHAÇA: Cachaça envelhecida em Bálsamo'],Volume: 670ml ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Bálsamo ,Tipo: Envelhecida ,PRODUTOR: nan,Local de Produção: Caravelas / Medeiros Neto / Bahia ,,,,,,,,,,,,,,
75,NOME DA CACHAÇA: Cachaça Matriarca Ouro - Amburana,"PREÇO: R$ 50,00",['DESCRIÇÃO DA CACHAÇA: Cachaça envelhecida em Amburana'],Volume: 670ml ,Graduação Alcoólica: 42% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Amburana ,TIPO: nan,PRODUTOR: nan,Local de Produção: Caravelas / Medeiros Neto / Bahia ,,,,,,,,,,,,,,
76,NOME DA CACHAÇA: Cachaça Matriarca Ouro - Jaqueira,"PREÇO: R$ 55,00","['DESCRIÇÃO DA CACHAÇA: Quem diria que os mesmos troncos que sustentam as jacas poderiam transformar tanto uma cachaça.', 'Muito exótica, de um amadeirado sem igual, termina com um toque picante incrível.', 'Isso sem falar na raspinha de gengibre que vem para dar um “up”.', 'Nunca ouviu falar em cachaça de jaqueira?', 'É porque esta é a única cachaça armazenada em jaqueira do Brasil!']",Volume: 670ml ,Graduação Alcoólica: 42% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Jaqueira ,TIPO: nan,PRODUTOR: nan,Local de Produção: Caravelas / Medeiros Neto / Bahia ,,,,,,,,,,,,,,
77,NOME DA CACHAÇA: Cachaça Matriarca Prata,"PREÇO: R$ 45,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Matriarca Prata'],Volume: 700ml ,Graduação Alcoólica: 42% ,RECIPIENTE DE ARMAZENAMENTO: nan,Tipo: Prata ,PRODUTOR: nan,Local de Produção: Caravelas / Medeiros Neto / Bahia ,,,,,,,,,,,,,,
78,NOME DA CACHAÇA: Cachaça Princesa Isabel Jequitibá Rosa,"PREÇO: R$ 102,00","['DESCRIÇÃO DA CACHAÇA: Cachaça complexa, fruto do seu armazenamento em dornas de Jequitibá-rosa.', 'De coloração levemente amarelada, com boa oleosidade e corpo.', 'No aroma sobressai notas florais e frutadas.', 'Muito equilibrada no paladar, com retrogosto agradável e persistente de cana-de-açúcar.', 'Depois de servida na taça por uns 10 minutos, apresenta pouco álcool no nariz e aromas frutados de cana-de-açúcar e notas herbáceas deixadas pelo jequitibá rosa.', 'No paladar apresenta baixíssima acidez, um sabor levemente adocicado e leve com retrogosto persistente de cana-de-açúcar.', 'Uma cachaça elaborada com muito critério, reunindo as qualidades de uma boa branquinha que pode ser tomada pura ou em drinks.De coloração amarela intensa, esta cachaça se apresenta límpida, brilhante e com ótimo corpo.', 'No olfato destaca-se cravo, canela, baunilha e um final de chocolate.', 'Na boca encontramos baunilha, coco, mel e rapadura em perfeita harmonia com seu corpo alcoólico mais acentuado.', 'Mais uma Cachaça de qualidade produzida pela Princesa Isabel sob os cuidados do Mestre Leandro Marelli, um mago dos destilados.>']",Volume: 750ml ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Jequitibá Rosa ,TIPO: nan,PRODUTOR: nan,Local de Produção: Linhares / Espirito Santo ,,,,,,,,,,,,,,
79,NOME DA CACHAÇA: Cachaça 100 Limite Ouro,"PREÇO: R$ 70,00","['DESCRIÇÃO DA CACHAÇA: A cachaça 100 Limite Ouro é produzida no Hotel Fazenda do Timbó, que fica localizado no município de Careaçu.', 'A cidade fica às margens do Rio Sapucaí e tem cerca de 6 mil habitantes e fica localizada no sul de Minas Gerais.', 'A origem do nome da cidade prende-se ao fato de o rio Sapucaí traçar perto da cidade uma grande volta.', 'Em tupi-guarani, Careaçu significa ""volta grande"".', 'A 100 Limite é armazenada em toneis de amendoim e grapia.']",Volume: 700 ml ,Graduação Alcoólica: 40% ,RECIPIENTE DE ARMAZENAMENTO: nan,TIPO: nan,PRODUTOR: nan,Local de Produção: Careaçu / MG ,,,,,,,,,,,,,,
80,NOME DA CACHAÇA: Cachaça Meia Lua,"PREÇO: R$ 38,00",['DESCRIÇÃO DA CACHAÇA: A cachaça meia lua é proveniente da cidade de Salinas/ MG. Ela é armazenada dois anos em bálsamo.'],Volume: 670ml ,Graduação Alcoólica: 41% ,RECIPIENTE DE ARMAZENAMENTO: nan,TIPO: nan,PRODUTOR: nan,Local de Produção: Salinas / Minas Gerais ,,,,,,,,,,,,,,
81,NOME DA CACHAÇA: Cachaça Serra Preta,"PREÇO: R$ 49,00","['DESCRIÇÃO DA CACHAÇA: A cachaça serra preta é proveniente da cidade de Alagoa nova, na Paraíba.', 'Ela é armazenada em freijó por até 2 anos.', 'É um produto orgânico, pois desde o plantio até o engarrafamento não utiliza nenhum produto químico.']",Volume: 700ml ,GRADUAÇÃO ALCOÓLICA: nan,RECIPIENTE DE ARMAZENAMENTO: nan,TIPO: nan,PRODUTOR: nan,Local de Produção: Alagoa Nova / PB ,,,,,,,,,,,,,,
82,NOME DA CACHAÇA: Cachaça Guaraciama,"PREÇO: R$ 30,00","['DESCRIÇÃO DA CACHAÇA: A cachaça Guaraciama é proveniente da cidade de Guaraciama/ MG, uma cidadezinha próximo a Salinas.', 'Produzida desde 1960, possui características próprias pois fora descoberta que a terra e região de sua produção possui as melhores características e clima para cachaça do Brasil, o que faz dessa cachaça única em sabor e qualidade, sendo ainda cuidadosamente envelhecida em antigos toneis de bálsamo de 02 a 3 anos, super suave e deliciosa.']",Volume: 600ml ,Graduação Alcoólica: 42% ,RECIPIENTE DE ARMAZENAMENTO: nan,TIPO: nan,PRODUTOR: nan,Local de Produção: Guaraciama / Minas Gerais ,,,,,,,,,,,,,,
83,NOME DA CACHAÇA: Cachaça Huanna,"PREÇO: R$ 39,90",['DESCRIÇÃO DA CACHAÇA: A Cachaça Huanna é proveniente da cidade de Guaraciama/ MG. Ela é envelhecida em dornas de umburana.'],Volume: 670ml ,Graduação Alcoólica: 42% ,RECIPIENTE DE ARMAZENAMENTO: Tipo Barril: Amburana ,TIPO: nan,PRODUTOR: nan,Local de Produção: Guaraciama / Minas Gerais ,,,,,,,,,,,,,,
