,palavras,Arthur,Thiago,Priscilla
326,Guarabira,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
327,Paraíba,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
328,1901,TEMPO,TEMPO,TEMPO
329,tonéis,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
330,freijó,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
331,890ml,VOLUME,VOLUME,VOLUME
332,40,o,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
333,%,o,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
334,Barril,o,o,RECIPIENTE_ARMAZENAMENTO
335,Freijó,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
336,Engenho,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
337,Palmeira,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
338,Guarabira,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
339,Paraíba,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
340,Porto,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
341,Estrela,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
342,Ouro,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
343,1,VOLUME,VOLUME,VOLUME
344,Litro,VOLUME,VOLUME,VOLUME
345,R$,PRECO,PRECO,PRECO
346,150,PRECO,PRECO,PRECO
347,",",PRECO,PRECO,PRECO
348,00,PRECO,PRECO,PRECO
349,Porto,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
350,Estrela,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
351,Pedras,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
352,de,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
353,Maria,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
354,da,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
355,Cruz,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
356,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
357,Gerais,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
358,grande,o,CARACTERISTICA_SENSORIAL_SABOR,o
359,suavidade,o,CARACTERISTICA_SENSORIAL_SABOR,o
360,tonéis,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
361,de,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
362,madeira,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
363,1000ml,VOLUME,VOLUME,VOLUME
364,42%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
365,Barril,o,o,RECIPIENTE_ARMAZENAMENTO
366,Amburana,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
367,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
368,Fazenda,NOME_ORGANIZACAO,NOME_LOCAL,NOME_ORGANIZACAO
369,do,NOME_ORGANIZACAO,NOME_LOCAL,NOME_ORGANIZACAO
370,Cantagalo,NOME_ORGANIZACAO,NOME_LOCAL,NOME_ORGANIZACAO
371,Pedras,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
372,de,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
373,Maria,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
374,da,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
375,Cruz,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
376,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
377,Gerais,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
378,Santo,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
379,Mel,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
380,R$,PRECO,PRECO,PRECO
381,51,PRECO,PRECO,PRECO
382,",",PRECO,PRECO,PRECO
383,00,PRECO,PRECO,PRECO
384,Aperitivo,o,o,NOME_BEBIDA
385,Santo,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
386,Mel,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
387,Santo,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
388,Mel,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
389,700ml,VOLUME,VOLUME,VOLUME
390,27%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
391,700,VOLUME,VOLUME,VOLUME
392,ml,VOLUME,VOLUME,VOLUME
393,27,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
394,%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
395,João,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
396,Mendes,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
397,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
398,R$,PRECO,PRECO,PRECO
399,30,PRECO,PRECO,PRECO
400,",",PRECO,PRECO,PRECO
401,00,PRECO,PRECO,PRECO
402,Joao,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
403,Mendes,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
404,prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
405,Inox,o,o,RECIPIENTE_ARMAZENAMENTO
406,600,VOLUME,VOLUME,VOLUME
407,ML,VOLUME,VOLUME,VOLUME
408,Gouveia,NOME_BEBIDA,NOME_ORGANIZACAO,NOME_BEBIDA
409,Brasil,NOME_BEBIDA,NOME_ORGANIZACAO,NOME_BEBIDA
410,MEI,NOME_BEBIDA,NOME_ORGANIZACAO,NOME_BEBIDA
411,Limao,o,NOME_BEBIDA,o
412,e,o,NOME_BEBIDA,o
413,Mel,o,NOME_BEBIDA,o
414,R$,PRECO,PRECO,PRECO
415,79,PRECO,PRECO,PRECO
416,",",PRECO,PRECO,PRECO
417,90,PRECO,PRECO,PRECO
418,Gouveia,NOME_BEBIDA,NOME_ORGANIZACAO,NOME_BEBIDA
419,Brasil,NOME_BEBIDA,NOME_ORGANIZACAO,NOME_BEBIDA
420,Mel,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
421,e,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
422,Limão,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
423,375ml,VOLUME,VOLUME,VOLUME
424,leve,o,CARACTERISTICA_SENSORIAL_SABOR,o
425,elegante,o,CARACTERISTICA_SENSORIAL_COR,o
426,MEi,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
427,cores,o,CARACTERISTICA_SENSORIAL_COR,o
428,sabores,o,CARACTERISTICA_SENSORIAL_SABOR,o
429,da,o,CARACTERISTICA_SENSORIAL_SABOR,o
430,terra,o,CARACTERISTICA_SENSORIAL_SABOR,o
431,Grupo,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
432,Gouveia,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
433,Brasil,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
434,MEi,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
435,MEi,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
436,18%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
437,375,VOLUME,VOLUME,VOLUME
438,ml,VOLUME,VOLUME,VOLUME
439,Reserva,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
440,do,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
441,Gerente,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
442,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
443,5,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
444,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
445,R$,PRECO,PRECO,PRECO
446,58,PRECO,PRECO,PRECO
447,",",PRECO,PRECO,PRECO
448,00,PRECO,PRECO,PRECO
449,Reserva,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
450,do,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
451,Gerente,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
452,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
453,5,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
454,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
455,700ml,VOLUME,VOLUME,VOLUME
456,700ml,VOLUME,VOLUME,VOLUME
457,40%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
458,Barril,o,o,RECIPIENTE_ARMAZENAMENTO
459,5,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
460,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
461,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
462,Guarapari,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
463,Espirito,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
464,Santo,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
465,Reserva,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
466,do,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
467,Gerente,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
468,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
469,R$,PRECO,PRECO,PRECO
470,45,PRECO,PRECO,PRECO
471,",",PRECO,PRECO,PRECO
472,00,PRECO,PRECO,PRECO
473,Reserva,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
474,do,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
475,Gerente,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
476,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
477,700ml,VOLUME,VOLUME,VOLUME
478,700ml,VOLUME,VOLUME,VOLUME
479,42%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
480,Barril,o,o,RECIPIENTE_ARMAZENAMENTO
481,Inox,RECIPIENTE_ARMAZENAMENTO,o,RECIPIENTE_ARMAZENAMENTO
482,6,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
483,meses,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
484,Branca,o,o,CLASSIFICACAO_BEBIDA
485,Guarapari,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
486,Espírito,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
487,Santo,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
488,Maria,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
489,da,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
490,Cruz,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
491,R$,PRECO,PRECO,PRECO
492,480,PRECO,PRECO,PRECO
493,",",PRECO,PRECO,PRECO
494,00,PRECO,PRECO,PRECO
495,Maria,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
496,da,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
497,Cruz,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
498,700ml,VOLUME,VOLUME,VOLUME
499,Fazenda,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
500,Canta,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
501,Galo,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
502,Pedras,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
503,de,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
504,Maria,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
505,da,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
506,Cruz,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
507,Norte,o,o,NOME_LOCAL
508,de,o,o,NOME_LOCAL
509,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
510,Gerais,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
511,Jose,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
512,de,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
513,Alencar,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
514,700ml,VOLUME,VOLUME,VOLUME
515,46%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
516,Barril,o,o,RECIPIENTE_ARMAZENAMENTO
517,3,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
518,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
519,Amburana,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
520,Pedras,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
521,de,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
522,Maria,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
523,da,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
524,Cruz,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
525,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
526,Gerais,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
527,Taverna,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
528,de,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
529,Minas,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
530,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
531,R$,PRECO,PRECO,PRECO
532,60,PRECO,PRECO,PRECO
533,",",PRECO,PRECO,PRECO
534,00,PRECO,PRECO,PRECO
535,Taverna,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
536,de,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
537,Minas,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
538,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
539,750ml,VOLUME,VOLUME,VOLUME
540,750ml,VOLUME,VOLUME,VOLUME
541,39%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
542,Barril,o,o,RECIPIENTE_ARMAZENAMENTO
543,1,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
544,ano,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
545,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
546,Taverna,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
547,de,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
548,Minas,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
549,Itaverava,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
550,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
551,Gerais,o,NOME_LOCAL,NOME_LOCAL
552,Taverna,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
553,de,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
554,Minas,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
555,Amburana,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
556,R$,PRECO,PRECO,PRECO
557,69,PRECO,PRECO,PRECO
558,",",PRECO,PRECO,PRECO
559,00,PRECO,PRECO,PRECO
560,Taverna,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
561,de,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
562,Minas,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
563,Amburana,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
564,750ml,VOLUME,VOLUME,VOLUME
565,750ml,VOLUME,VOLUME,VOLUME
566,39%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
567,Barril,o,o,RECIPIENTE_ARMAZENAMENTO
568,1,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
569,ano,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
570,Amburana,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
571,Taverna,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
572,de,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
573,Minas,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
574,Itaverava,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
575,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
576,Gerais,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
577,Taverna,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
578,de,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
579,Minas,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
580,Jequitibá,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
581,R$,PRECO,PRECO,PRECO
582,69,PRECO,PRECO,PRECO
583,",",PRECO,PRECO,PRECO
584,00,PRECO,PRECO,PRECO
585,Taverna,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
586,de,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
587,Minas,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
588,Jequitibá,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
589,750ml,VOLUME,VOLUME,VOLUME
590,750ml,VOLUME,VOLUME,VOLUME
591,39%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
592,Barril,o,o,RECIPIENTE_ARMAZENAMENTO
593,1,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
594,Ano,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
595,Jequitibá,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
596,Taverna,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
597,de,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
598,Minas,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
599,Itaverava,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
600,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
601,Gerais,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
602,Weber,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
603,Haus,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
604,Leandro,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
605,Batista,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
606,R$,PRECO,PRECO,PRECO
607,80,PRECO,PRECO,PRECO
608,",",PRECO,PRECO,PRECO
609,00,PRECO,PRECO,PRECO
610,Weber,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
611,Haus,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
612,Leandro,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
613,Batista,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
614,750ml,VOLUME,VOLUME,VOLUME
615,Amburana,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
616,Bálsamo,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
617,Canela,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
618,Sassafrás,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
619,1,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
620,ano,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
621,Concurso,o,NOME_ORGANIZACAO,o
622,Mundial,o,NOME_ORGANIZACAO,o
623,de,o,NOME_ORGANIZACAO,o
624,Bruxelas,NOME_LOCAL,NOME_ORGANIZACAO,NOME_LOCAL
625,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
626,2018,TEMPO,TEMPO,TEMPO
627,Cúpula,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
628,da,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
629,Cachaça,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
630,2018,TEMPO,TEMPO,TEMPO
631,750,VOLUME,VOLUME,VOLUME
632,ml,VOLUME,VOLUME,VOLUME
633,38,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
634,Barril,o,o,RECIPIENTE_ARMAZENAMENTO
635,Amburana,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
636,Balsamo,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
637,Canela,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
638,e,o,TIPO_MADEIRA,o
639,Sassafras,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
640,Weber,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
641,Haus,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
642,Ivotí,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
643,Rio,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
644,Grande,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
645,do,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
646,Sul,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
647,Gogó,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
648,da,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
649,Ema,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
650,Rock,NOME_BEBIDA,o,NOME_BEBIDA
651,N´Roll,NOME_BEBIDA,o,NOME_BEBIDA
652,Caveira,o,o,NOME_BEBIDA
653,Bálsamo,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
654,R$,PRECO,PRECO,PRECO
655,103,PRECO,PRECO,PRECO
656,",",PRECO,PRECO,PRECO
657,00,PRECO,PRECO,PRECO
658,Gogó,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
659,da,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
660,Ema,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
661,Rock,NOME_BEBIDA,o,NOME_BEBIDA
662,N´Roll,NOME_BEBIDA,o,NOME_BEBIDA
663,Caveira,o,o,NOME_BEBIDA
664,Bálsamo,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
665,700ml,VOLUME,VOLUME,VOLUME
666,700ml,VOLUME,VOLUME,VOLUME
667,40%,o,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
668,Barril,o,o,RECIPIENTE_ARMAZENAMENTO
669,3,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
670,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
671,Bálsamo,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
672,Gogó,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
673,da,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
674,Ema,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
675,São,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
676,Sebastião,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
677,Alagoas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
678,Weber,NOME_ORGANIZACAO,NOME_BEBIDA,NOME_BEBIDA
679,Haus,NOME_ORGANIZACAO,NOME_BEBIDA,NOME_BEBIDA
680,(,o,o,NOME_BEBIDA
681,7,NOME_BEBIDA,o,NOME_BEBIDA
682,Madeiras,NOME_BEBIDA,o,NOME_BEBIDA
683,+,o,o,NOME_BEBIDA
684,Umas,NOME_BEBIDA,o,NOME_BEBIDA
685,e,NOME_BEBIDA,o,NOME_BEBIDA
686,Outras,NOME_BEBIDA,o,NOME_BEBIDA
687,+,o,o,NOME_BEBIDA
688,Leandro,NOME_BEBIDA,o,NOME_BEBIDA
689,Batista,NOME_BEBIDA,o,NOME_BEBIDA
690,),o,o,NOME_BEBIDA
691,R$,PRECO,PRECO,PRECO
692,220,PRECO,PRECO,PRECO
693,",",PRECO,PRECO,PRECO
694,00,PRECO,PRECO,PRECO
695,Weber,NOME_ORGANIZACAO,NOME_BEBIDA,NOME_BEBIDA
696,Haus,NOME_ORGANIZACAO,NOME_BEBIDA,NOME_BEBIDA
697,(,o,o,NOME_BEBIDA
698,7,NOME_BEBIDA,o,NOME_BEBIDA
699,Madeiras,NOME_BEBIDA,o,NOME_BEBIDA
700,+,o,o,NOME_BEBIDA
701,Umas,NOME_BEBIDA,o,NOME_BEBIDA
702,e,NOME_BEBIDA,o,NOME_BEBIDA
703,Outras,NOME_BEBIDA,o,NOME_BEBIDA
704,+,o,o,NOME_BEBIDA
705,Leandro,NOME_BEBIDA,o,NOME_BEBIDA
706,Batista,NOME_BEBIDA,o,NOME_BEBIDA
707,),o,o,NOME_BEBIDA
708,750ml,VOLUME,VOLUME,VOLUME
709,Weber,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
710,Haus,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
711,Ivotí,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
712,Rio,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
