,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao,Identificacao_Treino_Teste
553,0%,I-GRADUACAO_ALCOOLICA,759,24,26,77,8,teste
554,RECIPIENTE,O,760,0,10,77,8,teste
555,DE,O,760,11,13,77,8,teste
556,ARMAZENAMENTO,O,760,14,27,77,8,teste
557,:,O,760,27,28,77,8,teste
558,Carvalho,B-TIPO_MADEIRA,760,29,37,77,8,teste
559,LOCAL,O,761,0,5,77,8,teste
560,DE,O,761,6,8,77,8,teste
561,PRODUÇÃO,O,761,9,17,77,8,teste
562,:,O,761,17,18,77,8,teste
563,Mirassol,B-NOME_LOCAL,761,19,27,77,8,teste
564,/,O,761,27,28,77,8,teste
565,SP,B-NOME_LOCAL,761,28,30,77,8,teste
566,NOME,O,800,0,4,81,8,teste
567,DA,O,800,5,7,81,8,teste
568,CACHAÇA,O,800,8,15,81,8,teste
569,:,O,800,15,16,81,8,teste
570,Cachaça,O,800,17,24,81,8,teste
571,Espírito,B-NOME_BEBIDA,800,25,33,81,8,teste
572,de,I-NOME_BEBIDA,800,34,36,81,8,teste
573,Minas,I-NOME_BEBIDA,800,37,42,81,8,teste
574,700ml,B-VOLUME,800,43,48,81,8,teste
575,PREÇO,O,801,0,5,81,8,teste
576,:,O,801,5,6,81,8,teste
577,R$,B-PRECO,801,7,9,81,8,teste
578,89,I-PRECO,801,10,12,81,8,teste
579,",",I-PRECO,801,12,13,81,8,teste
580,99,I-PRECO,801,13,15,81,8,teste
581,DESCRIÇÃO,O,802,0,9,81,8,teste
582,DA,O,802,10,12,81,8,teste
583,CACHAÇA,O,802,13,20,81,8,teste
584,:,O,802,20,21,81,8,teste
585,A,O,802,22,23,81,8,teste
586,cachaça,O,802,24,31,81,8,teste
587,Espírito,B-NOME_BEBIDA,802,32,40,81,8,teste
588,de,I-NOME_BEBIDA,802,41,43,81,8,teste
589,Minas,I-NOME_BEBIDA,802,44,49,81,8,teste
590,é,O,802,50,51,81,8,teste
591,uma,O,802,52,55,81,8,teste
592,bebida,O,802,56,62,81,8,teste
593,com,O,802,63,66,81,8,teste
594,corpo,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,802,67,72,81,8,teste
595,suave,I-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,802,73,78,81,8,teste
596,",",O,802,78,79,81,8,teste
597,aroma,O,802,80,85,81,8,teste
598,de,O,802,86,88,81,8,teste
599,banana,B-CARACTERISTICA_SENSORIAL_AROMA,802,89,95,81,8,teste
600,e,O,802,96,97,81,8,teste
601,toque,B-CARACTERISTICA_SENSORIAL_AROMA,802,98,103,81,8,teste
602,de,I-CARACTERISTICA_SENSORIAL_AROMA,802,104,106,81,8,teste
603,milho,I-CARACTERISTICA_SENSORIAL_AROMA,802,107,112,81,8,teste
604,.,O,802,112,113,81,8,teste
605,O,O,803,0,1,81,8,teste
606,paladar,O,803,2,9,81,8,teste
607,é,O,803,10,11,81,8,teste
608,agradável,O,803,12,21,81,8,teste
609,",",O,803,21,22,81,8,teste
610,levemente,B-CARACTERISTICA_SENSORIAL_SABOR,803,23,32,81,8,teste
611,picante,I-CARACTERISTICA_SENSORIAL_SABOR,803,33,40,81,8,teste
612,no,O,803,41,43,81,8,teste
613,final,O,803,44,49,81,8,teste
614,.,O,803,49,50,81,8,teste
615,Fabricada,O,804,0,9,81,8,teste
616,na,O,804,10,12,81,8,teste
617,cidade,O,804,13,19,81,8,teste
618,de,O,804,20,22,81,8,teste
619,São,B-NOME_LOCAL,804,23,26,81,8,teste
620,Tiago,I-NOME_LOCAL,804,27,32,81,8,teste
621,",",O,804,32,33,81,8,teste
622,em,O,804,34,36,81,8,teste
623,Minas,B-NOME_LOCAL,804,37,42,81,8,teste
624,Gerais,I-NOME_LOCAL,804,43,49,81,8,teste
625,",",O,804,49,50,81,8,teste
626,o,O,804,51,52,81,8,teste
627,produto,O,804,53,60,81,8,teste
628,é,O,804,61,62,81,8,teste
629,feito,O,804,63,68,81,8,teste
630,a,O,804,69,70,81,8,teste
631,partir,O,804,71,77,81,8,teste
632,da,O,804,78,80,81,8,teste
633,cana,O,804,81,85,81,8,teste
634,colhida,O,804,86,93,81,8,teste
635,apenas,O,804,94,100,81,8,teste
636,quando,O,804,101,107,81,8,teste
637,atinge,O,804,108,114,81,8,teste
638,o,O,804,115,116,81,8,teste
639,maior,O,804,117,122,81,8,teste
640,estágio,O,804,123,130,81,8,teste
641,de,O,804,131,133,81,8,teste
642,concentração,O,804,134,146,81,8,teste
643,de,O,804,147,149,81,8,teste
644,açúcar,O,804,150,156,81,8,teste
645,.,O,804,156,157,81,8,teste
646,Ficha,O,805,0,5,81,8,teste
647,Técnica,O,805,6,13,81,8,teste
648,País,O,805,14,18,81,8,teste
649,de,O,805,19,21,81,8,teste
650,Origem,O,805,22,28,81,8,teste
651,:,O,805,28,29,81,8,teste
652,Brasil,B-NOME_LOCAL,805,30,36,81,8,teste
653,Região,O,805,37,43,81,8,teste
654,:,O,805,43,44,81,8,teste
655,Minas,B-NOME_LOCAL,805,45,50,81,8,teste
656,Gerais,I-NOME_LOCAL,805,51,57,81,8,teste
657,Volume,O,805,58,64,81,8,teste
658,:,O,805,64,65,81,8,teste
659,700ml,B-VOLUME,805,66,71,81,8,teste
660,Envelhecimento,O,805,72,86,81,8,teste
661,:,O,805,86,87,81,8,teste
662,2,B-TEMPO_ARMAZENAMENTO,805,88,89,81,8,teste
663,anos,I-TEMPO_ARMAZENAMENTO,805,90,94,81,8,teste
664,em,O,805,95,97,81,8,teste
665,barris,B-RECIPIENTE_ARMAZENAMENTO,805,98,104,81,8,teste
666,de,O,805,105,107,81,8,teste
667,carvalho,B-TIPO_MADEIRA,805,108,116,81,8,teste
668,europeu,I-TIPO_MADEIRA,805,117,124,81,8,teste
669,.,O,805,124,125,81,8,teste
670,Tipo,O,806,0,4,81,8,teste
671,:,O,806,4,5,81,8,teste
672,Destilado,O,806,6,15,81,8,teste
673,de,O,806,16,18,81,8,teste
674,Cana,O,806,19,23,81,8,teste
675,-,O,806,23,24,81,8,teste
676,de,O,806,24,26,81,8,teste
677,-,O,806,26,27,81,8,teste
678,Açúcar,O,806,27,33,81,8,teste
679,Teor,O,806,34,38,81,8,teste
680,Alcoólico,O,806,39,48,81,8,teste
681,:,O,806,48,49,81,8,teste
682,42,B-GRADUACAO_ALCOOLICA,806,50,52,81,8,teste
683,",",I-GRADUACAO_ALCOOLICA,806,52,53,81,8,teste
684,00%,I-GRADUACAO_ALCOOLICA,806,53,56,81,8,teste
685,*,O,806,56,57,81,8,teste
686,Destilaria,O,806,58,68,81,8,teste
687,:,O,806,68,69,81,8,teste
688,Fazenda,B-NOME_ORGANIZACAO,806,70,77,81,8,teste
689,Santa,I-NOME_ORGANIZACAO,806,78,83,81,8,teste
690,Luzia,I-NOME_ORGANIZACAO,806,84,89,81,8,teste
691,Volume,O,807,0,6,81,8,teste
692,:,O,807,6,7,81,8,teste
693,700ml,B-VOLUME,807,8,13,81,8,teste
694,NOME,O,893,0,4,91,8,teste
695,DA,O,893,5,7,91,8,teste
696,CACHAÇA,O,893,8,15,91,8,teste
697,:,O,893,15,16,91,8,teste
698,Cachaça,O,893,17,24,91,8,teste
699,Samanaú,B-NOME_BEBIDA,893,25,32,91,8,teste
700,Envelhecida,O,893,33,44,91,8,teste
701,500ml,B-VOLUME,893,45,50,91,8,teste
702,PREÇO,O,894,0,5,91,8,teste
703,:,O,894,5,6,91,8,teste
704,R$,B-PRECO,894,7,9,91,8,teste
705,59,I-PRECO,894,10,12,91,8,teste
706,",",I-PRECO,894,12,13,91,8,teste
707,99,I-PRECO,894,13,15,91,8,teste
708,DESCRIÇÃO,O,895,0,9,91,8,teste
709,DA,O,895,10,12,91,8,teste
710,CACHAÇA,O,895,13,20,91,8,teste
711,:,O,895,20,21,91,8,teste
712,Cachaça,O,895,22,29,91,8,teste
713,Samanaú,B-NOME_BEBIDA,895,30,37,91,8,teste
714,Envelhecida,O,895,38,49,91,8,teste
715,",",O,895,49,50,91,8,teste
716,essa,O,895,51,55,91,8,teste
717,cachaça,O,895,56,63,91,8,teste
718,mais,O,895,64,68,91,8,teste
719,que,O,895,69,72,91,8,teste
720,especial,O,895,73,81,91,8,teste
721,é,O,895,82,83,91,8,teste
722,envelhecida,O,895,84,95,91,8,teste
723,por,O,895,96,99,91,8,teste
724,3,B-TEMPO_ARMAZENAMENTO,895,100,101,91,8,teste
725,anos,I-TEMPO_ARMAZENAMENTO,895,102,106,91,8,teste
726,e,O,895,107,108,91,8,teste
727,barris,B-RECIPIENTE_ARMAZENAMENTO,895,109,115,91,8,teste
728,de,O,895,116,118,91,8,teste
729,carvalho,B-TIPO_MADEIRA,895,119,127,91,8,teste
730,.,O,895,127,128,91,8,teste
731,Características,O,896,0,15,91,8,teste
732,Sensoriais,O,896,16,26,91,8,teste
733,:,O,896,26,27,91,8,teste
734,✓,O,896,28,29,91,8,teste
735,Visual,O,896,30,36,91,8,teste
736,:,O,896,36,37,91,8,teste
737,densa,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,896,38,43,91,8,teste
738,",",O,896,43,44,91,8,teste
739,límpida,B-CARACTERISTICA_SENSORIAL_COR,896,45,52,91,8,teste
740,e,O,896,53,54,91,8,teste
741,brilhante,B-CARACTERISTICA_SENSORIAL_COR,896,55,64,91,8,teste
742,.,O,896,64,65,91,8,teste
743,✓,O,897,0,1,91,8,teste
744,Olfativa,O,897,2,10,91,8,teste
745,:,O,897,10,11,91,8,teste
746,fina,B-CARACTERISTICA_SENSORIAL_AROMA,897,12,16,91,8,teste
747,",",O,897,16,17,91,8,teste
748,intensa,B-CARACTERISTICA_SENSORIAL_AROMA,897,18,25,91,8,teste
749,e,O,897,26,27,91,8,teste
750,persistente,B-CARACTERISTICA_SENSORIAL_AROMA,897,28,39,91,8,teste
751,.,O,897,39,40,91,8,teste
752,Marcante,O,898,0,8,91,8,teste
753,presença,O,898,9,17,91,8,teste
754,de,O,898,18,20,91,8,teste
755,madeira,B-CARACTERISTICA_SENSORIAL_AROMA,898,21,28,91,8,teste
756,",",O,898,28,29,91,8,teste
757,lembrando,O,898,30,39,91,8,teste
758,ervas,B-CARACTERISTICA_SENSORIAL_AROMA,898,40,45,91,8,teste
759,secas,I-CARACTERISTICA_SENSORIAL_AROMA,898,46,51,91,8,teste
760,com,O,898,52,55,91,8,teste
761,notas,B-CARACTERISTICA_SENSORIAL_AROMA,898,56,61,91,8,teste
762,de,I-CARACTERISTICA_SENSORIAL_AROMA,898,62,64,91,8,teste
763,baunilha,I-CARACTERISTICA_SENSORIAL_AROMA,898,65,73,91,8,teste
764,.,O,898,73,74,91,8,teste
765,✓,O,899,0,1,91,8,teste
766,Gustativa,O,899,2,11,91,8,teste
767,:,O,899,11,12,91,8,teste
768,encorpada,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,899,13,22,91,8,teste
769,",",O,899,22,23,91,8,teste
770,macia,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,899,24,29,91,8,teste
771,e,O,899,30,31,91,8,teste
772,fina,O,899,32,36,91,8,teste
773,",",O,899,36,37,91,8,teste
774,decorrente,O,899,38,48,91,8,teste
775,do,O,899,49,51,91,8,teste
776,processo,O,899,52,60,91,8,teste
777,produtivo,O,899,61,70,91,8,teste
778,orgânico,O,899,71,79,91,8,teste
779,.,O,899,79,80,91,8,teste
780,Persistente,O,900,0,11,91,8,teste
781,e,O,900,12,13,91,8,teste
782,de,O,900,14,16,91,8,teste
783,acidez,B-CARACTERISTICA_SENSORIAL_SABOR,900,17,23,91,8,teste
784,equilibrada,I-CARACTERISTICA_SENSORIAL_SABOR,900,24,35,91,8,teste
785,.,O,900,35,36,91,8,teste
786,A,O,901,0,1,91,8,teste
787,madeira,B-CARACTERISTICA_SENSORIAL_SABOR,901,2,9,91,8,teste
788,aparece,O,901,10,17,91,8,teste
789,em,O,901,18,20,91,8,teste
790,primeiro,O,901,21,29,91,8,teste
791,plano,O,901,30,35,91,8,teste
792,.,O,901,35,36,91,8,teste
793,✓,O,902,0,1,91,8,teste
794,Impressão,O,902,2,11,91,8,teste
795,Final,O,902,12,17,91,8,teste
796,:,O,902,17,18,91,8,teste
797,fina,O,902,19,23,91,8,teste
798,",",O,902,23,24,91,8,teste
799,intensa,O,902,25,32,91,8,teste
800,e,O,902,33,34,91,8,teste
801,persistente,O,902,35,46,91,8,teste
802,",",O,902,46,47,91,8,teste
803,deixando,O,902,48,56,91,8,teste
804,a,O,902,57,58,91,8,teste
805,boca,O,902,59,63,91,8,teste
806,enxuta,O,902,64,70,91,8,teste
807,",",O,902,70,71,91,8,teste
808,com,O,902,72,75,91,8,teste
809,boa,O,902,76,79,91,8,teste
810,impressão,O,902,80,89,91,8,teste
811,especiada,O,902,90,99,91,8,teste
812,de,O,902,100,102,91,8,teste
813,baunilha,B-CARACTERISTICA_SENSORIAL_SABOR,902,103,111,91,8,teste
814,.,O,902,111,112,91,8,teste
815,✓,O,903,0,1,91,8,teste
816,Harmonização,O,903,2,14,91,8,teste
817,:,O,903,14,15,91,8,teste
818,Própria,O,903,16,23,91,8,teste
819,para,O,903,24,28,91,8,teste
820,acompanhar,O,903,29,39,91,8,teste
821,pratos,O,903,40,46,91,8,teste
822,complexos,O,903,47,56,91,8,teste
823,condimentados,O,903,57,70,91,8,teste
824,",",O,903,70,71,91,8,teste
825,suculentos,O,903,72,82,91,8,teste
826,e,O,903,83,84,91,8,teste
827,gordurosos,O,903,85,95,91,8,teste
828,.,O,903,95,96,91,8,teste
829,Pode,O,904,0,4,91,8,teste
830,ser,O,904,5,8,91,8,teste
831,servida,O,904,9,16,91,8,teste
832,",",O,904,16,17,91,8,teste
833,nos,O,904,18,21,91,8,teste
834,dias,O,904,22,26,91,8,teste
835,quentes,O,904,27,34,91,8,teste
836,",",O,904,34,35,91,8,teste
837,“on,O,904,36,39,91,8,teste
838,the,O,904,40,43,91,8,teste
839,rocks”,O,904,44,50,91,8,teste
840,.,O,904,50,51,91,8,teste
841,Pode,O,905,0,4,91,8,teste
842,também,O,905,5,11,91,8,teste
843,acompanhar,O,905,12,22,91,8,teste
844,um,O,905,23,25,91,8,teste
845,cafezinho,O,905,26,35,91,8,teste
846,final,O,905,36,41,91,8,teste
847,.,O,905,41,42,91,8,teste
848,A,O,906,0,1,91,8,teste
849,Cachaça,O,906,2,9,91,8,teste
850,Samanaú,B-NOME_BEBIDA,906,10,17,91,8,teste
851,passou,O,906,18,24,91,8,teste
852,a,O,906,25,26,91,8,teste
853,ser,O,906,27,30,91,8,teste
854,produzida,O,906,31,40,91,8,teste
855,a,O,906,41,42,91,8,teste
856,partir,O,906,43,49,91,8,teste
857,de,O,906,50,52,91,8,teste
858,2004,B-TEMPO,906,53,57,91,8,teste
859,quando,O,906,58,64,91,8,teste
860,Vidalvo,B-NOME_PESSOA,906,65,72,91,8,teste
861,Dadá,I-NOME_PESSOA,906,73,77,91,8,teste
862,Costa,I-NOME_PESSOA,906,78,83,91,8,teste
863,aceitou,O,906,84,91,91,8,teste
864,o,O,906,92,93,91,8,teste
865,desafio,O,906,94,101,91,8,teste
866,e,O,906,102,103,91,8,teste
867,instalou,O,906,104,112,91,8,teste
868,um,O,906,113,115,91,8,teste
869,alambique,O,906,116,125,91,8,teste
870,artesanal,O,906,126,135,91,8,teste
871,no,O,906,136,138,91,8,teste
872,Sítio,B-NOME_ORGANIZACAO,906,139,144,91,8,teste
873,Samanaú,I-NOME_ORGANIZACAO,906,145,152,91,8,teste
874,",",O,906,152,153,91,8,teste
875,na,O,906,154,156,91,8,teste
876,cidade,O,906,157,163,91,8,teste
877,de,O,906,164,166,91,8,teste
878,Caicó,B-NOME_LOCAL,906,167,172,91,8,teste
879,",",O,906,172,173,91,8,teste
880,no,O,906,174,176,91,8,teste
881,Sertão,B-NOME_LOCAL,906,177,183,91,8,teste
882,do,I-NOME_LOCAL,906,184,186,91,8,teste
883,Seridó,I-NOME_LOCAL,906,187,193,91,8,teste
884,",",O,906,193,194,91,8,teste
885,Rio,B-NOME_LOCAL,906,195,198,91,8,teste
886,Grande,I-NOME_LOCAL,906,199,205,91,8,teste
887,do,I-NOME_LOCAL,906,206,208,91,8,teste
888,Norte,I-NOME_LOCAL,906,209,214,91,8,teste
889,.,O,906,214,215,91,8,teste
890,Mas,O,907,0,3,91,8,teste
891,tudo,O,907,4,8,91,8,teste
892,começou,O,907,9,16,91,8,teste
893,mesmo,O,907,17,22,91,8,teste
894,lá,O,907,23,25,91,8,teste
895,atrás,O,907,26,31,91,8,teste
896,",",O,907,31,32,91,8,teste
897,em,O,907,33,35,91,8,teste
898,1994,B-TEMPO,907,36,40,91,8,teste
899,com,O,907,41,44,91,8,teste
900,a,O,907,45,46,91,8,teste
901,construção,O,907,47,57,91,8,teste
902,da,O,907,58,60,91,8,teste
903,Barragem,O,907,61,69,91,8,teste
904,Passagem,O,907,70,78,91,8,teste
905,das,O,907,79,82,91,8,teste
906,Traíras,O,907,83,90,91,8,teste
907,",",O,907,90,91,91,8,teste
908,perenizando,O,907,92,103,91,8,teste
909,o,O,907,104,105,91,8,teste
910,Rio,O,907,106,109,91,8,teste
911,Seridó,O,907,110,116,91,8,teste
912,",",O,907,116,117,91,8,teste
913,fundamental,O,907,118,129,91,8,teste
914,para,O,907,130,134,91,8,teste
915,o,O,907,135,136,91,8,teste
916,incrementado,O,907,137,149,91,8,teste
917,do,O,907,150,152,91,8,teste
918,cultivo,O,907,153,160,91,8,teste
919,da,O,907,161,163,91,8,teste
920,cana,O,907,164,168,91,8,teste
921,de,O,907,169,171,91,8,teste
922,açúcar,O,907,172,178,91,8,teste
923,naquela,O,907,179,186,91,8,teste
924,região,O,907,187,193,91,8,teste
925,.,O,907,193,194,91,8,teste
926,Segundo,O,908,0,7,91,8,teste
927,o,O,908,8,9,91,8,teste
928,fabricante,O,908,10,20,91,8,teste
929,",",O,908,20,21,91,8,teste
930,a,O,908,22,23,91,8,teste
931,cana,O,908,24,28,91,8,teste
932,dessa,O,908,29,34,91,8,teste
933,região,O,908,35,41,91,8,teste
934,é,O,908,42,43,91,8,teste
935,diferenciada,O,908,44,56,91,8,teste
936,por,O,908,57,60,91,8,teste
937,possuir,O,908,61,68,91,8,teste
938,um,O,908,69,71,91,8,teste
939,maior,O,908,72,77,91,8,teste
940,teor,O,908,78,82,91,8,teste
941,de,O,908,83,85,91,8,teste
942,sacarose,O,908,86,94,91,8,teste
943,",",O,908,94,95,91,8,teste
944,devido,O,908,96,102,91,8,teste
945,as,O,908,103,105,91,8,teste
946,4000,B-TEMPO,908,106,110,91,8,teste
947,horas,I-TEMPO,908,111,116,91,8,teste
948,de,O,908,117,119,91,8,teste
949,insolação,O,908,120,129,91,8,teste
950,por,O,908,130,133,91,8,teste
951,ano,O,908,134,137,91,8,teste
952,e,O,908,138,139,91,8,teste
953,a,O,908,140,141,91,8,teste
954,grande,O,908,142,148,91,8,teste
955,amplitude,O,908,149,158,91,8,teste
956,térmica,O,908,159,166,91,8,teste
957,entre,O,908,167,172,91,8,teste
958,dia,O,908,173,176,91,8,teste
959,e,O,908,177,178,91,8,teste
960,noite,O,908,179,184,91,8,teste
961,.,O,908,184,185,91,8,teste
962,Volume,O,909,0,6,91,8,teste
963,:,O,909,6,7,91,8,teste
964,500ml,B-VOLUME,909,8,13,91,8,teste
965,NOME,O,953,0,4,97,8,teste
966,DA,O,953,5,7,97,8,teste
967,CACHAÇA,O,953,8,15,97,8,teste
968,:,O,953,15,16,97,8,teste
969,Cachaça,O,953,17,24,97,8,teste
970,Weber,B-NOME_BEBIDA,953,25,30,97,8,teste
971,Haus,I-NOME_BEBIDA,953,31,35,97,8,teste
972,Prata,B-CLASSIFICACAO_BEBIDA,953,36,41,97,8,teste
973,-,O,953,42,43,97,8,teste
974,700ml,B-VOLUME,953,44,49,97,8,teste
975,PREÇO,O,954,0,5,97,8,teste
976,:,O,954,5,6,97,8,teste
977,R$,B-PRECO,954,7,9,97,8,teste
978,75,I-PRECO,954,10,12,97,8,teste
979,",",I-PRECO,954,12,13,97,8,teste
980,90,I-PRECO,954,13,15,97,8,teste
981,DESCRIÇÃO,O,955,0,9,97,8,teste
982,DA,O,955,10,12,97,8,teste
983,CACHAÇA,O,955,13,20,97,8,teste
984,:,O,955,20,21,97,8,teste
985,Cachaça,O,955,22,29,97,8,teste
986,descansada,O,955,30,40,97,8,teste
987,por,O,955,41,44,97,8,teste
988,um,B-TEMPO_ARMAZENAMENTO,955,45,47,97,8,teste
989,ano,I-TEMPO_ARMAZENAMENTO,955,48,51,97,8,teste
990,em,O,955,52,54,97,8,teste
991,tanques,B-RECIPIENTE_ARMAZENAMENTO,955,55,62,97,8,teste
992,de,I-RECIPIENTE_ARMAZENAMENTO,955,63,65,97,8,teste
993,inox,I-RECIPIENTE_ARMAZENAMENTO,955,66,70,97,8,teste
994,.,O,955,70,71,97,8,teste
995,Volume,O,956,0,6,97,8,teste
996,:,O,956,6,7,97,8,teste
997,700ml,B-VOLUME,956,8,13,97,8,teste
998,NOME,O,1165,0,4,125,8,teste
999,DA,O,1165,5,7,125,8,teste
1000,CACHAÇA,O,1165,8,15,125,8,teste
1001,:,O,1165,15,16,125,8,teste
1002,Cachaça,O,1165,17,24,125,8,teste
1003,Clássica,B-CLASSIFICACAO_BEBIDA,1165,25,33,125,8,teste
1004,Meia,B-NOME_BEBIDA,1165,34,38,125,8,teste
1005,-,I-NOME_BEBIDA,1165,38,39,125,8,teste
1006,noite,I-NOME_BEBIDA,1165,39,44,125,8,teste
1007,500ml,B-VOLUME,1165,45,50,125,8,teste
1008,PREÇO,O,1166,0,5,125,8,teste
1009,:,O,1166,5,6,125,8,teste
1010,R$,B-PRECO,1166,7,9,125,8,teste
1011,59,I-PRECO,1166,10,12,125,8,teste
1012,",",I-PRECO,1166,12,13,125,8,teste
1013,99,I-PRECO,1166,13,15,125,8,teste
1014,DESCRIÇÃO,O,1167,0,9,125,8,teste
1015,DA,O,1167,10,12,125,8,teste
1016,CACHAÇA,O,1167,13,20,125,8,teste
1017,:,O,1167,20,21,125,8,teste
1018,Cachaça,O,1167,22,29,125,8,teste
1019,Clássica,B-CLASSIFICACAO_BEBIDA,1167,30,38,125,8,teste
1020,Meia,B-NOME_BEBIDA,1167,39,43,125,8,teste
1021,-,I-NOME_BEBIDA,1167,43,44,125,8,teste
1022,noite,I-NOME_BEBIDA,1167,44,49,125,8,teste
1023,Nascida,O,1167,50,57,125,8,teste
1024,da,O,1167,58,60,125,8,teste
1025,união,O,1167,61,66,125,8,teste
1026,entre,O,1167,67,72,125,8,teste
1027,:,O,1167,72,73,125,8,teste
1028,a,O,1167,74,75,125,8,teste
1029,tradição,O,1167,76,84,125,8,teste
1030,mineira,O,1167,85,92,125,8,teste
1031,",",O,1167,92,93,125,8,teste
1032,o,O,1167,94,95,125,8,teste
1033,sabor,O,1167,96,101,125,8,teste
1034,goiano,O,1167,102,108,125,8,teste
1035,e,O,1167,109,110,125,8,teste
1036,a,O,1167,111,112,125,8,teste
1037,inovação,O,1167,113,121,125,8,teste
1038,brasiliense,O,1167,122,133,125,8,teste
1039,a,O,1167,134,135,125,8,teste
1040,Cachaça,O,1167,136,143,125,8,teste
1041,Clássica,B-CLASSIFICACAO_BEBIDA,1167,144,152,125,8,teste
1042,Meia,B-NOME_BEBIDA,1167,153,157,125,8,teste
1043,-,I-NOME_BEBIDA,1167,157,158,125,8,teste
1044,noite,I-NOME_BEBIDA,1167,158,163,125,8,teste
1045,foi,O,1167,164,167,125,8,teste
1046,elaborada,O,1167,168,177,125,8,teste
1047,com,O,1167,178,181,125,8,teste
1048,os,O,1167,182,184,125,8,teste
1049,padrões,O,1167,185,192,125,8,teste
1050,das,O,1167,193,196,125,8,teste
1051,melhores,O,1167,197,205,125,8,teste
1052,do,O,1167,206,208,125,8,teste
1053,Brasil,B-NOME_LOCAL,1167,209,215,125,8,teste
1054,.,O,1167,215,216,125,8,teste
1055,Com,O,1168,0,3,125,8,teste
1056,um,O,1168,4,6,125,8,teste
1057,teor,O,1168,7,11,125,8,teste
1058,alcoólico,O,1168,12,21,125,8,teste
1059,de,O,1168,22,24,125,8,teste
1060,40,B-GRADUACAO_ALCOOLICA,1168,25,27,125,8,teste
1061,graus,I-GRADUACAO_ALCOOLICA,1168,28,33,125,8,teste
1062,",",O,1168,33,34,125,8,teste
1063,é,O,1168,35,36,125,8,teste
1064,suave,O,1168,37,42,125,8,teste
1065,",",O,1168,42,43,125,8,teste
1066,límpida,B-CARACTERISTICA_SENSORIAL_COR,1168,44,51,125,8,teste
1067,",",O,1168,51,52,125,8,teste
1068,cheirosa,B-CARACTERISTICA_SENSORIAL_AROMA,1168,53,61,125,8,teste
1069,e,O,1168,62,63,125,8,teste
1070,saborosa,B-CARACTERISTICA_SENSORIAL_SABOR,1168,64,72,125,8,teste
1071,.,O,1168,72,73,125,8,teste
1072,Beber,O,1169,0,5,125,8,teste
1073,a,O,1169,6,7,125,8,teste
1074,meia,B-NOME_BEBIDA,1169,8,12,125,8,teste
1075,-,I-NOME_BEBIDA,1169,12,13,125,8,teste
1076,noite,I-NOME_BEBIDA,1169,13,18,125,8,teste
1077,é,O,1169,19,20,125,8,teste
1078,fazer,O,1169,21,26,125,8,teste
1079,uma,O,1169,27,30,125,8,teste
1080,viagem,O,1169,31,37,125,8,teste
1081,aos,O,1169,38,41,125,8,teste
1082,mais,O,1169,42,46,125,8,teste
1083,tradicionais,O,1169,47,59,125,8,teste
1084,engenhos,O,1169,60,68,125,8,teste
1085,de,O,1169,69,71,125,8,teste
1086,Minas,B-NOME_LOCAL,1169,72,77,125,8,teste
1087,Gerais,I-NOME_LOCAL,1169,78,84,125,8,teste
1088,",",O,1169,84,85,125,8,teste
1089,sentindo,O,1169,86,94,125,8,teste
1090,o,O,1169,95,96,125,8,teste
1091,sabor,O,1169,97,102,125,8,teste
1092,goiano,O,1169,103,109,125,8,teste
1093,e,O,1169,110,111,125,8,teste
1094,o,O,1169,112,113,125,8,teste
1095,fino,O,1169,114,118,125,8,teste
1096,toque,O,1169,119,124,125,8,teste
1097,do,O,1169,125,127,125,8,teste
1098,cerrado,O,1169,128,135,125,8,teste
1099,brasiliense,O,1169,136,147,125,8,teste
1100,.,O,1169,147,148,125,8,teste
1101,Excelente,O,1170,0,9,125,8,teste
1102,cachaça,O,1170,10,17,125,8,teste
1103,para,O,1170,18,22,125,8,teste
1104,uma,O,1170,23,26,125,8,teste
1105,degustação,O,1170,27,37,125,8,teste
1106,com,O,1170,38,41,125,8,teste
1107,queijos,O,1170,42,49,125,8,teste
1108,",",O,1170,49,50,125,8,teste
1109,no,O,1170,51,53,125,8,teste
1110,churrasco,O,1170,54,63,125,8,teste
1111,e,O,1170,64,65,125,8,teste
1112,até,O,1170,66,69,125,8,teste
1113,nas,O,1170,70,73,125,8,teste
1114,baladas,O,1170,74,81,125,8,teste
1115,.,O,1170,81,82,125,8,teste
1116,Sua,O,1171,0,3,125,8,teste
1117,composição,O,1171,4,14,125,8,teste
1118,refrescante,O,1171,15,26,125,8,teste
1119,permite,O,1171,27,34,125,8,teste
1120,conferir,O,1171,35,43,125,8,teste
1121,sabor,O,1171,44,49,125,8,teste
1122,aos,O,1171,50,53,125,8,teste
1123,mais,O,1171,54,58,125,8,teste
1124,variados,O,1171,59,67,125,8,teste
1125,drinks,O,1171,68,74,125,8,teste
1126,",",O,1171,74,75,125,8,teste
1127,deixando,O,1171,76,84,125,8,teste
1128,mais,O,1171,85,89,125,8,teste
1129,saborosa,O,1171,90,98,125,8,teste
1130,a,O,1171,99,100,125,8,teste
1131,nossa,O,1171,101,106,125,8,teste
1132,caipirinha,O,1171,107,117,125,8,teste
